Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Kris Clyburn\kris-clyburn-1,JR,2017-18,G,Nevada-Las Vegas,MWC,32,720,10.9,0.498,0.487,5.8,8.9,7.5,10.5,1.1,1.1,15.2,17,227,103,109.3,0.6,0.6,1.2,1,0.1,1.1
Justin Davis\justin-davis-3,FR,2017-18,G,Cal State Bakersfield,WAC,29,614,17.6,0.575,0.526,9.2,20.7,14.9,8.3,2.4,0.4,14.9,18.9,214,113.2,99.4,1.1,1.1,2.2,0.4,0.7,1.1
Anthony Duruji\anthony-duruji-1,FR,2017-18,F,Louisiana Tech,CUSA,31,652,14.6,0.535,0.52,6.1,16.3,11.3,7.8,1,6.9,15.2,18.9,213,103.2,101.1,0.6,1,1.7,-1.7,2.8,1.1
Chase Foster\chase-foster-1,SR,2017-18,F,San Francisco,WCC,30,780,14.2,0.526,0.496,5.1,13.7,9.2,12.4,1.6,1.1,15.7,22.5,286,101.4,104,0.8,1,1.8,0.2,0.9,1.1
Omega Harris\omega-harris-1,SR,2017-18,G,Texas-El Paso,CUSA,31,1013,14.3,0.561,0.526,0.6,12.2,6.4,12.9,1.7,0.6,12.8,19.3,348,106.3,103.6,1.3,1.4,2.7,0.8,0.3,1.1
Quan Jackson\quan-jackson-1,FR,2017-18,G,Georgia Southern,Sun Belt,31,630,15.2,0.494,0.477,4.9,11.1,7.9,7.6,3.9,1.6,12.5,18.9,210,103.2,97.3,0.6,1.2,1.9,-0.6,1.8,1.1
Trejon Jacob\trejon-jacob-1,SO,2017-18,G,Florida International,CUSA,31,1043,17.3,0.546,0.53,2.6,14,8,9,1.9,0.9,8.2,21.8,404,109.8,101.9,1.8,1.6,3.4,1.8,-0.7,1.1
Isaac Johnson\isaac-johnson-1,SO,2017-18,F,Appalachian State,Sun Belt,32,880,15.9,0.559,0.517,9.6,23.7,16.5,9.7,1.8,1.9,19.7,14.2,268,112.2,99,1.3,1.6,2.9,-1,2.2,1.1
Ryan Johnson\ryan-johnson-1,JR,2017-18,G,Mercer,Southern,27,208,15.9,0.598,0.553,7.7,14.8,11.4,8.7,2.9,2.1,20,17.9,69,112.7,101.8,0.4,0.3,0.7,0.8,0.3,1.1
Carlik Jones\carlik-jones-1,FR,2017-18,G,Radford,Big South,34,1023,17.9,0.525,0.474,2.1,13.5,7.7,22.3,2.3,1,12.8,23,399,111.5,101.8,2.1,1.6,3.7,0.9,0.2,1.1
Nate Kennell\nate-kennell-1,SO,2017-18,G,Bradley,MVC,33,849,12,0.534,0.51,1.7,10.6,6.2,15.4,1.6,0.8,14.7,20.4,279,104.1,102.2,0.9,1.3,2.2,1.5,-0.4,1.1
Londell King\londell-king-1,,2017-18,F,Morehead State,OVC,26,517,21,0.602,0.578,15,23.8,19.3,7.7,1.6,6.3,22.1,22.2,220,107.6,102.4,0.9,0.8,1.6,-0.4,1.5,1.1
Hayden Koval\hayden-koval-1,FR,2017-18,C,Central Arkansas,Southland,31,776,15.8,0.541,0.523,6.3,16.7,11.6,6.4,0.8,11.4,16.9,18.3,260,101,100.4,0.6,1.3,1.9,-2.5,3.6,1.1
Antwon Lillard\antwon-lillard-1,,2017-18,G,Bowling Green State,MAC,23,553,15.8,0.559,0.497,3.2,16.9,9.9,15.9,2.6,1.7,17.5,20.3,212,107.2,104.2,0.8,0.7,1.5,0.1,1,1.1
Otis Livingston II\otis-livingstonii-1,JR,2017-18,G,George Mason,A-10,31,1130,19,0.567,0.523,0.7,9.5,5.2,26.5,1.6,0.2,15.1,25.2,541,111.4,111.2,2.6,0.7,3.3,3,-2,1.1
Sean Obi\sean-obi-1,SR,2017-18,C,Maryland,Big Ten,21,125,12.6,0.587,0.579,14.9,22.7,19.2,2.9,1,1.7,22.1,13.4,33,111.4,98.5,0.2,0.2,0.4,-0.3,1.4,1.1
Preston Parks\preston-parks-1,SO,2017-18,G,Citadel,Southern,6,162,21.5,0.552,0.514,3.5,8.6,5.9,30.3,4.3,1.3,11.7,23,85,115.8,108.4,0.4,0.1,0.6,3.2,-2.1,1.1
Wesley Person\wesley-person-2,SR,2017-18,G,Troy,Sun Belt,32,1086,18,0.586,0.535,2.2,7.2,4.8,10.4,1.3,0.1,10.8,25,509,115.4,109.1,2.8,0.9,3.7,4,-3,1.1
Tyrei Randall\tyrei-randall-1,FR,2017-18,G,Rider,MAAC,31,240,15.3,0.605,0.582,1.7,14.1,7.7,3.5,2.5,3.9,13.1,17.3,81,114.8,102.5,0.4,0.4,0.8,0.8,0.3,1.1
Fatts Russell\fatts-russell-1,,2017-18,G,Rhode Island,A-10,29,528,11.2,0.444,0.412,2.7,9.4,5.9,14.4,2.3,0.2,8.9,22.1,188,99.1,100.7,0.4,0.9,1.2,0.5,0.6,1.1
Jordon Talley\jordon-talley-1,SR,2017-18,G,North Carolina-Wilmington,CAA,31,939,20.4,0.55,0.512,1.7,8.6,4.9,36.4,1.7,0.2,14.1,27.2,533,114.7,114.2,2.8,0.3,3.1,4.8,-3.7,1.1
Daniel Utomi\daniel-utomi-1,SO,2017-18,F,Akron,MAC,31,1067,19,0.602,0.569,3.4,15.3,9.3,11.7,1.6,1,13.2,23.8,472,114.4,109.6,2.6,0.8,3.4,2.8,-1.7,1.1
Tevonn Walker\tevonn-walker-1,SR,2017-18,G,Valparaiso,MVC,28,864,17.6,0.502,0.442,4.5,13.5,9.1,12.2,3.2,0.3,10.4,26.9,393,104.2,97.8,1.3,1.6,2.9,0.8,0.3,1.1
Jamal Williams\jamal-williams-3,SR,2017-18,G,Sam Houston State,Southland,31,764,16.8,0.537,0.508,9,16.5,12.6,13.2,2.5,0.7,16.1,18.1,259,108.2,96.7,1.1,1.5,2.6,-0.9,1.9,1.1
Brandon Armstrong\brandon-armstrong-2,SO,2017-18,G,South Dakota,Summit,34,498,14.6,0.588,0.568,1.2,11.4,6.5,8,0.8,0.2,7.1,16.5,165,122.8,100.6,1.1,0.8,1.9,1.4,-0.5,1
Kris Bankston\kris-bankston-1,FR,2017-18,F,Arkansas-Little Rock,Sun Belt,30,450,15.9,0.587,0.623,8.5,22.5,15.5,7.6,1.1,8.8,20.1,15.1,121,105.3,98.4,0.4,0.8,1.3,-3.6,4.6,1
Djery Baptiste\djery-baptiste-1,SO,2017-18,C,Vanderbilt,SEC,29,442,10.7,0.526,0.455,9.2,19,14,2.1,1,6.1,21.9,13,99,100.9,108.6,0.3,0.4,0.6,-2.3,3.3,1
Demario Beck\demario-beck-1,SR,2017-18,F,Coastal Carolina,Sun Belt,32,762,18.9,0.586,0.58,11.9,21.7,16.9,6.5,1.2,3.7,17.1,20.7,293,110.1,99.2,1.3,1.3,2.7,0.3,0.7,1
Brock Bertram\brock-bertram-1,FR,2017-18,C,Buffalo,MAC,15,83,12.2,0.529,0.529,15.6,9.1,12.4,1.8,1.9,4.8,17.5,12.8,24,111.3,102.4,0.1,0.1,0.2,-0.8,1.9,1
Brayon Blake\brayon-blake-1,SR,2017-18,F,Idaho,Big Sky,30,862,24.7,0.577,0.561,9.3,29,19.8,9.3,1.5,2.1,11.8,29.2,447,113.3,95.3,2.4,1.8,4.2,1.2,-0.1,1
David Burrell\david-burrell-3,SR,2017-18,F,East Tennessee State,Southern,33,718,14.5,0.545,0.532,8.1,16.8,12.7,7.5,1.3,3.3,16.9,17.7,228,105.3,96.2,0.8,1.5,2.3,-1.2,2.2,1
Jordan Cohen\jordan-cohen-1,SO,2017-18,G,Lehigh,Patriot,29,737,17.5,0.581,0.536,4.4,11.4,8,17.7,2.1,1.3,13.7,18.3,283,117.7,108.7,1.7,0.6,2.3,1.3,-0.3,1
Zach Glotta\zach-glotta-1,JR,2017-18,PG,Austin Peay,OVC,32,715,15.2,0.542,0.505,1.9,7.5,4.5,19.6,2.2,0,10.5,18.7,266,119.7,105.3,1.7,0.9,2.5,3.2,-2.2,1
Alex Illikainen\alex-illikainen-1,JR,2017-18,F,Wisconsin,Big Ten,25,170,7.2,0.515,0.556,6.7,10.3,8.4,10.6,0,1.9,17.1,7.6,27,114.9,110.6,0.2,0.1,0.3,-0.1,1.1,1
Cameron Johnson\cameron-johnson-3,SR,2017-18,G,College of Charleston,CAA,33,1090,12.2,0.566,0.557,3,9.5,6.3,10.1,1.4,1.3,14,14.8,292,111.3,107.2,1.5,1.1,2.6,0.6,0.4,1
Tiwian Kendley\tiwan-kendley-1,,2017-18,G,Morgan State,MEAC,21,684,26.9,0.558,0.492,4,10,6.9,17.8,3.5,1.2,13.8,38.8,475,108.8,103.2,2,1,2.9,3.8,-2.8,1
Nick Mayo\nick-mayo-1,JR,2017-18,F,Eastern Kentucky,OVC,31,1062,22,0.616,0.569,5.2,17.8,11.5,14.5,1.3,4.7,17.8,26.2,518,111,108.4,2.4,1,3.4,1.1,-0.2,1
Travis McConico\travis-mcconico-1,JR,2017-18,F,Charleston Southern,Big South,30,755,18.6,0.581,0.565,5.6,14.4,9.8,8.5,2.8,1.7,12.6,20.4,283,115.3,100.4,1.6,1.2,2.9,1.9,-0.9,1
Raekwon Miller\raekwon-miller-1,SR,2017-18,G,North Carolina-Asheville,Big South,33,942,16.9,0.653,0.62,3,16.2,9.9,20.4,2.3,0.5,23.6,19.6,363,111.8,104.3,1.8,1.2,3,2.1,-1.1,1
Kingsley Okoroh\kingsley-okorah-1,SR,2017-18,C,University of California,Pac-12,32,804,11.9,0.454,0.405,8.5,16.8,12.3,6.3,0.6,9.6,16.7,14.2,195,96.3,110.2,0.2,0.6,0.8,-3.6,4.6,1
Eral Penn\eral-penn-1,FR,2017-18,F,Long Island University,NEC,30,305,18.1,0.682,0.771,11.9,18.9,15.6,2.8,1.8,7.5,15.4,10.2,81,132.8,99.4,0.7,0.5,1.2,-1.3,2.3,1
Kavion Pippen\kavion-pippen-1,JR,2017-18,C,Southern Illinois,MVC,33,901,20.2,0.562,0.551,7.9,18.3,13.2,8,1.5,6,13.2,24.1,364,106,100.9,1.4,1.4,2.8,-1.1,2.1,1
Tyree Robinson\tyree-robinson-1,JR,2017-18,F,Youngstown State,Horizon,30,385,26.9,0.613,0.622,9.9,23.2,15.7,7.5,3.8,8,16.8,26,193,109.6,102.8,0.8,0.6,1.4,-0.7,1.7,1
Zachary Simmons\zachary-simmons-1,FR,2017-18,F,North Texas,CUSA,31,610,14.4,0.616,0.625,11.2,12.3,11.8,3.8,0.9,3.5,17.1,14.3,181,116.8,103,1.1,0.9,1.9,-0.4,1.4,1
Delano Spencer\delano-spencer-1,SR,2017-18,G,Tennessee State,OVC,30,984,17.7,0.594,0.559,2.1,9.5,5.8,9.8,2.1,0.3,12.3,24.1,407,112.2,102.4,2.1,1.5,3.6,2.6,-1.6,1
Jarrod West\jarrod-west-2,FR,2017-18,G,Marshall,CUSA,31,1007,10.9,0.604,0.596,1.1,7.2,4.3,14.5,2.5,0.2,18.8,11.7,258,111.2,105.3,1.1,1.2,2.3,0.8,0.2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Javan White\javan-white-1,SO,2017-18,F,Oral Roberts,Summit,32,881,21,0.534,0.525,13.7,23,18.2,9.4,2,2.6,14,19.8,339,112,108,1.7,0.8,2.5,0.7,0.4,1
Joniah White\joniah-white-1,JR,2017-18,C,Louisiana Tech,CUSA,20,338,14,0.55,0.517,12.1,16.3,14.2,5.4,0.9,8,23.8,14.5,94,103.7,100.8,0.3,0.5,0.8,-3.1,4.1,1
Bashir Ahmed\bashir-ahmed-1,SR,2017-18,G,St. John's (NY),Big East,32,968,13.3,0.502,0.479,6,11.5,8.7,6,2,1.4,11.8,21.4,351,99.8,103.5,0.7,1.3,2.1,0.1,0.8,0.9
Fiifi Aidoo\fiifi-aidoo-1,SO,2017-18,G,Grand Canyon,WAC,30,376,11.9,0.5,0.477,4.5,6.7,5.6,16.8,2.3,1.6,14.9,18.2,120,102,93.6,0.3,0.9,1.2,-0.6,1.6,0.9
Teddy Allen\teddy-allen-1,FR,2017-18,F,West Virginia,Big 12,29,348,19.5,0.513,0.47,10.8,14.1,12.4,10.2,2,0,12.9,30.4,188,106.4,100.5,0.7,0.6,1.3,1.4,-0.5,0.9
Amidou Bamba\amidou-bamba-1,SO,2017-18,F,Coastal Carolina,Sun Belt,30,425,20.3,0.628,0.635,11.1,15.3,13.2,6.4,0.5,5.4,13.4,18.1,155,120.4,102.8,1,0.6,1.6,0,0.9,0.9
Andre Berry\andre-berry-1,SR,2017-18,F,Rhode Island,A-10,29,499,20.2,0.646,0.629,8.5,17.9,12.9,4.5,0.2,2,16.2,23.4,219,114.9,101.5,1.2,0.8,2,0.9,0,0.9
Miles Brookins\miles-brookins-1,FR,2017-18,C,La Salle,A-10,29,372,13.2,0.644,0.597,6.8,10.5,8.6,5.2,0.8,3.5,15.9,13.9,107,121.1,107.2,0.7,0.4,1.1,-0.5,1.4,0.9
Isaiah Brown\isaiah-brown-1,SO,2017-18,G,Northern Iowa,MVC,32,812,8.6,0.465,0.444,1.6,12.6,7.1,13.3,2,1.8,19,17.8,200,87.2,97.5,-0.3,1.6,1.2,-2,2.9,0.9
Josh Carlton\josh-carlton-1,FR,2017-18,F,Connecticut,AAC,31,482,15.1,0.546,0.518,12.9,14.8,13.9,4.5,1.2,5.8,19.3,17.3,152,104.8,106.7,0.5,0.5,1,-1.5,2.4,0.9
Olin Carter III\olin-carteriii-1,JR,2017-18,G,San Diego,WCC,31,1093,12.6,0.53,0.503,1,9.4,5.3,10.2,1.4,1.7,8.5,19.7,346,105.3,101.9,1.3,1.7,2.9,0.5,0.3,0.9
JoJo Cooper\jojo-cooper-1,SR,2017-18,G,Wagner,NEC,32,1171,17.7,0.524,0.473,3.4,12.6,8,33.9,2.4,0.1,19.2,22.6,525,109.8,99.6,2.4,2,4.4,0.7,0.2,0.9
David Crisp\david-crisp-1,JR,2017-18,G,Washington,Pac-12,32,1105,11.3,0.488,0.457,1.7,7.3,4.6,17,2.1,0.2,16.3,20.7,385,98.2,107.5,0.7,1.1,1.8,0.6,0.3,0.9
Kahlil Dukes\kahlil-dukes-1,SR,2017-18,G,Niagara,MAAC,32,1083,22.5,0.625,0.57,0.6,6.1,3.4,18.8,1.2,0.1,12.3,26.4,623,123.8,117.5,4.1,0.1,4.1,5.9,-5,0.9
Jeff Garrett\jeff-garrett-1,JR,2017-18,F,Northern Kentucky,Horizon,27,247,26,0.624,0.63,19.2,21.7,20.5,3.2,2.1,5.7,16.2,22.4,112,116.6,89.9,0.6,0.7,1.3,-0.6,1.5,0.9
Anthony Green\anthony-green-2,JR,2017-18,C,Northeastern,CAA,33,562,18.1,0.665,0.716,12.2,15.7,14,9.4,0.5,3.8,21.7,19.6,207,112.3,102.6,1.1,0.8,1.9,-0.6,1.5,0.9
Immanuel King\immanuel-king-1,SR,2017-18,F,Texas State,Sun Belt,32,737,20.6,0.573,0.58,11.5,20.2,15.8,9,1.2,4.4,13.1,20.7,273,113.2,98,1.5,1.4,2.9,-0.6,1.6,0.9
Matt Klinewski\matt-klinewski-1,SR,2017-18,F,Lafayette,Patriot,31,831,25.4,0.619,0.577,5.3,19.3,12.7,13.5,1,2.8,12.9,30,468,115.4,107,2.6,0.9,3.5,3.1,-2.2,0.9
Jordy Kuiper\jordy-kuiper-1,SR,2017-18,F,North Carolina-Greensboro,Southern,33,901,11.2,0.507,0.488,7.1,14,10.4,7.4,1.3,1.6,14.1,15.2,238,107.4,95.9,1,1.9,2.8,-0.9,1.8,0.9
Anthony Lamb\anthony-lamb-2,SO,2017-18,F,Vermont,AEC,16,377,26.2,0.572,0.506,8.7,19.6,14.5,9.4,1.3,4.3,11.6,33.7,217,113.1,96.5,1.2,0.8,2,1.1,-0.1,0.9
Marcus LoVett\marcus-lovett-1,SO,2017-18,G,St. John's (NY),Big East,7,229,15.2,0.519,0.5,1,6.4,3.6,11,3.7,0,11.5,24.8,92,98.4,102.6,0.2,0.3,0.5,0.9,0,0.9
Brandon McCoy\brandon-mccoy-1,FR,2017-18,F,Nevada-Las Vegas,MWC,32,915,25.6,0.596,0.556,12.9,24.9,19.4,3.7,0.9,5.5,15.6,27.7,502,112.8,99.9,2.4,1.5,4,0.2,0.7,0.9
Martaveous McKnight\martaveous-mcknight-1,JR,2017-18,G,Arkansas-Pine Bluff,SWAC,33,1119,22.7,0.559,0.517,1.6,12.8,7.3,26.6,3.5,0.5,13.7,29.4,583,108,102.8,2.4,1.6,4,2.8,-1.9,0.9
Mack Mercer\mack-mercer-1,JR,2017-18,F,Belmont,OVC,30,462,16.6,0.606,0.58,7.8,14.6,11.4,8.7,1.5,3.2,17.9,22.3,186,110,100.7,0.9,0.8,1.6,-0.4,1.3,0.9
Justin Miller\justin-miller-2,SO,2017-18,F,Louisiana,Sun Belt,29,387,19.2,0.522,0.455,11.8,19.5,15.7,17.1,1.7,1.1,15.2,27,206,110.6,97.7,0.9,0.7,1.6,0.8,0.1,0.9
Davion Mitchell\davion-mitchell-1,FR,2017-18,G,Auburn,SEC,31,526,7.5,0.548,0.516,1.9,5.6,3.8,18.8,1.3,0.2,26.2,12.8,135,102.8,107.5,0.4,0.5,0.9,0.6,0.2,0.9
Chima Moneke\chima-moneke-1,SR,2017-18,F,UC-Davis,Big West,21,631,27.3,0.581,0.533,9.2,29.4,19.7,8.1,2,4.4,14.4,32.8,361,109.5,91.6,1.6,1.6,3.2,-0.7,1.6,0.9
Joe Mooney\joe-mooney-1,SO,2017-18,G,UC-Davis,Big West,25,456,13.1,0.561,0.557,2.3,7.9,5.2,9.7,2.7,0.3,13.7,18.8,142,105.1,100.6,0.5,0.7,1.3,1.1,-0.2,0.9
Jagan Mosely\jagan-mosely-1,SO,2017-18,G,Georgetown,Big East,30,696,11.4,0.566,0.535,1.5,11.8,6.8,22.6,2,0.9,25.9,16.5,212,100.1,105.8,0.5,0.8,1.3,-0.4,1.3,0.9
Brandon Randolph\brandon-randolph-1,SR,2017-18,G,Utah Valley,WAC,29,935,14.3,0.536,0.494,2.4,10.5,6.8,25.5,2,0.3,19.8,19.7,354,108.2,99.5,1.5,1.6,3.1,0.6,0.3,0.9
Pablo Rivas\pablo-rivas-1,JR,2017-18,F,North Carolina Central,MEAC,29,753,20.7,0.574,0.558,7.7,22,15,7.8,1.5,4.9,10,20.5,290,117.1,97.4,1.7,1.4,3.2,0.4,0.6,0.9
Jimario Rivers\jimario-rivers-1,SR,2017-18,G,Memphis,AAC,29,723,13.7,0.544,0.5,7.5,11.2,9.4,15.4,1.5,2.9,20.7,17.5,227,106,109,0.9,0.6,1.5,-0.3,1.2,0.9
Kahron Ross\kahron-ross-1,SR,2017-18,G,Lehigh,Patriot,30,983,18.6,0.591,0.567,1.9,8.4,5.2,24.4,2.4,0.6,14.1,19.9,413,118.3,109.4,2.5,0.8,3.3,2.2,-1.3,0.9
Brion Sanchious\brion-sanchious-1,JR,2017-18,F,Murray State,OVC,31,541,9.5,0.568,0.614,7.4,11.4,9.5,2.4,2,2.4,20.4,9.7,96,105,98.3,0.3,1,1.3,-1.7,2.7,0.9
Romone Saunders\romone-saunders--1,,2017-18,G,Wagner,NEC,24,755,18,0.535,0.515,6.1,16.2,11,13,2.2,1.1,13.3,24.1,323,109.2,97.8,1.4,1.4,2.8,0.8,0.1,0.9
Micah Seaborn\micah-seaborn-1,JR,2017-18,G,Monmouth,MAAC,18,465,17.8,0.599,0.552,1.1,15.4,8.6,16.4,1.8,0.8,18.9,27.4,222,104.7,105.9,0.7,0.5,1.3,1.8,-0.9,0.9
Chad Sherwood\chad-sherwood-1,SR,2017-18,G,Idaho,Big Sky,30,617,10.8,0.637,0.632,1.4,7.8,4.8,14.1,1,1,15.7,11.6,149,123.5,105,1.1,0.8,1.8,1.6,-0.8,0.9
Devontae Shuler\devontae-shuler-1,FR,2017-18,G,Mississippi,SEC,32,604,11.6,0.44,0.424,4.4,11.1,7.7,10.4,3,0.6,10.6,19.7,187,94.9,109.5,0.2,0.5,0.6,0.2,0.6,0.9
Xavian Stapleton\xavian-stapleton-1,JR,2017-18,G,Mississippi State,SEC,26,507,10.6,0.483,0.456,4,10.5,7.3,5.6,2.2,1.6,11.9,19.2,154,99.2,100.2,0.3,0.8,1.2,-0.4,1.3,0.9
Arnaldo Toro\arnaldo-toro-1,SO,2017-18,F,George Washington,A-10,32,803,17.7,0.502,0.438,12.6,20.2,16.4,8.6,1.4,3.4,12.9,18.6,275,109.9,105.1,1.3,1,2.3,-0.2,1.1,0.9
Luuk van Bree\luke-vanbree-1,JR,2017-18,F,Bradley,MVC,26,330,15.8,0.568,0.558,5,17.1,11.1,4.8,2,3.9,12.7,19.8,105,106.8,96.7,0.4,0.7,1.1,-0.2,1.1,0.9
Howard Washington\howard-washington-1,FR,2017-18,G,Syracuse,ACC,18,111,9.2,0.437,0.353,0,15.3,7.8,17.5,3.3,1.2,24.3,13.6,21,87.3,97.8,0,0.2,0.2,-2.4,3.3,0.9
Elyjah Williams\elyjah-williams-1,FR,2017-18,F,Fairleigh Dickinson,NEC,30,453,16.7,0.639,0.658,11.9,16,14,10.5,2.8,4.3,28.1,14,136,108.5,102.7,0.6,0.7,1.2,-1.2,2,0.9
Eli Wright\eli-wright-1,SO,2017-18,G,Mississippi State,SEC,28,409,10,0.47,0.444,6.6,10.9,8.8,11.2,0.7,2,15.3,14.5,107,102.4,103.4,0.3,0.6,0.9,-0.8,1.7,0.9
Shaqquan Aaron\shaqquan-aaron-1,JR,2017-18,G,Southern California,Pac-12,30,461,9.5,0.551,0.563,2.8,11.5,7.2,8.5,1.1,1.2,18.7,16.4,123,98.9,107.1,0.2,0.5,0.7,0.2,0.6,0.8
Rashed Anthony\rashed-anthony-1,SR,2017-18,C,Saint Louis,A-10,30,236,6.4,0.631,0.625,5.8,10.2,7.9,4.1,1,10.1,46.2,8.1,28,79.5,99.7,-0.1,0.4,0.3,-5.7,6.6,0.8
Geno Artison\geno-artison-1,JR,2017-18,F,Tulsa,AAC,29,327,9.9,0.417,0.382,6.1,16.1,11.3,6.3,1.3,2.9,8.1,13.4,71,100.3,102.3,0.2,0.5,0.7,-1.8,2.7,0.8
Tervell Beck\tervell-beck-1,FR,2017-18,F,Nevada-Las Vegas,MWC,32,508,17.2,0.641,0.638,7.3,8.5,7.9,5.6,0.6,0.7,14.6,19.5,208,119.9,110.7,1.3,0.3,1.6,2.5,-1.7,0.8
Jeff Beverly\jeff-beverly-2,SR,2017-18,F,Iowa State,Big 12,28,484,10.6,0.501,0.474,9.3,9.4,9.4,5.7,1.4,0.7,15.5,16,138,102.5,111.4,0.4,0.3,0.7,0.4,0.3,0.8
Ray Bowles\ray-bowles-1,SR,2017-18,G,Fresno State,MWC,31,980,12.6,0.518,0.496,2.4,10.6,6.6,11.3,1.8,0.2,12.4,19,323,105.8,104.8,1.2,1.2,2.4,0.7,0.1,0.8
Anders Broman\anders-broman-1,SR,2017-18,G,Winthrop,Big South,31,970,16.1,0.6,0.556,1.2,8.4,5,10.5,2,0.4,7.8,17.6,354,124.5,103.6,2.4,1.3,3.8,2.6,-1.8,0.8
Devontae Cacok\devontae-cacok-1,JR,2017-18,F,North Carolina-Wilmington,CAA,32,942,29.2,0.597,0.585,17.2,32.3,24.3,6.3,1.9,2.1,13.2,26.6,541,118.6,105.6,3.2,1.1,4.3,2,-1.2,0.8
Rene Castro\rene-castro-1,SR,2017-18,G,Duquesne,A-10,31,985,17.5,0.556,0.523,2.3,8.5,5.2,22.6,1.6,0.3,13,21.7,403,115.5,107.4,2.4,1,3.3,2.8,-2.1,0.8
Alexis Dargenton\alexis-dargenton-1,SR,2017-18,F,Utah State,MWC,27,496,17.3,0.599,0.561,8.7,14.6,11.5,12.4,1.5,3.4,21.4,22.4,192,111.4,111,1,0.3,1.3,0.9,-0.1,0.8
Jerome Desrosiers\jerome-desrosiers-1,FR,2017-18,F,Princeton,Ivy,27,416,18.3,0.609,0.591,6.2,15.6,10.9,12.7,0.9,0.3,12.1,20.5,165,119.3,108.3,1.1,0.4,1.5,3.4,-2.6,0.8
Josh Ferguson\josh-ferguson-1,SO,2017-18,F,Winthrop,Big South,31,812,20.3,0.649,0.619,10,21.3,15.9,6.4,1.4,4.5,18.5,18,312,118.4,97.5,1.8,1.6,3.4,-0.7,1.5,0.8
Andre Fox\andre-fox-1,JR,2017-18,G,High Point,Big South,29,829,22.6,0.599,0.562,2.1,18.2,10.1,10.4,2.6,1.2,13.5,27.1,399,114.4,97.6,2.2,1.6,3.8,1.8,-1,0.8
Jerrick Harding\jerrick-harding-1,SO,2017-18,G,Weber State,Big Sky,30,981,26,0.635,0.59,2.6,9.4,6.3,12.2,1.9,0.5,11.8,31.9,592,117,102.5,3.5,1.4,4.9,3.4,-2.6,0.8
Chris Harris\chris-harris-3,SO,2017-18,C,Houston,AAC,19,154,10,0.561,0.667,6.7,23.1,15.1,1.1,0.4,8.6,25.5,13.8,32,88.4,92.1,0,0.4,0.3,-4.6,5.4,0.8
Payton Henson\payton-henson-1,SR,2017-18,F,Vermont,AEC,32,997,16.8,0.554,0.508,6.9,16.2,11.8,10.4,0.6,1.3,13.1,22.6,393,111.3,101.3,2,1.6,3.6,0.8,0,0.8
Noah Horchler\noah-horchler-1,SO,2017-18,F,North Florida,A-Sun,33,867,22.7,0.597,0.592,10.2,24.2,17.5,9.6,1.1,4.9,12.7,20.2,384,118.5,110.2,2.2,0.6,2.8,0.9,-0.1,0.8
P.J. Horne\pj-horne-1,FR,2017-18,F,Virginia Tech,ACC,27,307,17,0.641,0.623,11.8,12.8,12.3,1.2,0.6,2.7,15,19,117,118.8,105.3,0.7,0.4,1.1,1,-0.1,0.8
Jhivvan Jackson\jhivvan-jackson-1,FR,2017-18,G,Texas-San Antonio,CUSA,29,745,21.8,0.566,0.526,1.2,11.7,6.5,15.2,2.2,0.3,12.9,34.3,467,107.5,102.6,1.7,1.1,2.8,3.5,-2.8,0.8
Jayce Johnson\jayce-johnson-1,SO,2017-18,F,Utah,Pac-12,25,417,16.8,0.549,0.505,12.4,24.6,18.8,2.3,1.3,6.7,17.8,19.2,143,105.5,95.3,0.5,0.9,1.4,-3.3,4.1,0.8
Tyson Jolly\tyson-jolly-1,,2017-18,G,Baylor,Big 12,17,163,4.5,0.316,0.263,6.7,16.1,11.6,15.6,1.4,2.7,20.5,16.4,37,79.9,101.1,-0.2,0.3,0.1,-3.3,4.1,0.8
Steven Julian\steven-julian-1,JR,2017-18,F,Cornell,Ivy,27,806,14.2,0.578,0.569,5.6,16.7,11.4,6.8,2.2,4.9,14.4,11.8,190,113.5,107.1,1,0.8,1.8,-1.4,2.2,0.8
Khris Lane\khris-lane-1,SR,2017-18,F,Virginia Commonwealth,A-10,31,459,18.6,0.619,0.616,9.4,19.6,14.5,7.8,1,1.6,20,23.4,198,106.8,105,0.7,0.6,1.3,0.8,0,0.8
Loudon Love\loudon-love-1,FR,2017-18,C,Wright State,Horizon,34,946,21.1,0.537,0.531,12.5,28.1,20.3,9.1,1.6,4.3,16.5,25.8,430,102.4,88.8,1.2,2.6,3.8,-2.9,3.7,0.8
