Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
Daniel Gibson,2007-08,CLE,58,"1,765.3",0.67,-0.78,-0.11,2.62
Devin Brown,2007-08,CLE,78,"1,762.2",-1.32,-0.90,-2.22,0.10
Fred Jones,2007-08,NYK,70,"1,756.5",-0.45,-1.67,-2.12,0.28
Erick Dampier,2007-08,DAL,72,"1,754.4",-0.84,2.07,1.22,4.17
Hakim Warrick,2007-08,MEM,75,"1,753.6",-1.74,-1.98,-3.71,-1.57
Shaquille O'Neal,2007-08,TOT,61,"1,747.8",-1.47,1.84,0.37,3.20
Chris Wilcox,2007-08,SEA,62,"1,737.4",-0.23,1.24,1.01,3.92
Wally Szczerbiak,2007-08,TOT,75,"1,735.7",0.63,-0.83,-0.20,2.50
Kelenna Azubuike,2007-08,GSW,81,"1,734.2",-0.80,-2.16,-2.96,-0.61
Kyle Korver,2007-08,TOT,75,"1,732.8",0.79,-0.09,0.70,3.47
Luke Walton,2007-08,LAL,74,"1,729.6",-1.79,-0.17,-1.96,0.43
Joe Smith,2007-08,TOT,77,"1,725.2",-0.77,0.57,-0.21,2.47
Maurice Evans,2007-08,TOT,75,"1,721.2",0.19,-1.41,-1.21,1.31
Roger Mason,2007-08,WAS,80,"1,707.3",0.11,-2.46,-2.34,0.01
Paul Millsap,2007-08,UTA,82,"1,701.9",-1.53,2.39,0.86,3.64
Desmond Mason,2007-08,MIL,59,"1,700.4",-0.75,0.07,-0.68,1.88
Jordan Farmar,2007-08,LAL,82,"1,689.8",0.81,-1.42,-0.61,1.95
Andray Blatche,2007-08,WAS,82,"1,675.0",-3.03,-1.39,-4.42,-2.20
Brevin Knight,2007-08,LAC,74,"1,674.4",-1.96,0.59,-1.38,1.02
Darko Milicic,2007-08,MEM,70,"1,663.4",-3.65,2.06,-1.60,0.79
Eduardo Najera,2007-08,DEN,78,"1,661.8",0.04,1.72,1.76,4.55
Bostjan Nachbar,2007-08,NJN,75,"1,660.4",-1.29,-1.98,-3.26,-1.03
Nazr Mohammed,2007-08,TOT,82,"1,649.5",-2.05,-0.68,-2.72,-0.42
Yi Jianlian,2007-08,MIL,66,"1,646.1",-2.60,0.76,-1.83,0.53
Fabricio Oberto,2007-08,SAS,82,"1,644.1",-1.69,1.40,-0.29,2.24
Charlie Bell,2007-08,MIL,68,"1,628.4",-0.39,-2.06,-2.44,-0.08
Kurt Thomas,2007-08,TOT,70,"1,583.2",-1.12,3.62,2.50,5.15
Chuck Hayes,2007-08,HOU,79,"1,575.1",-1.95,4.69,2.74,5.46
Mike Bibby,2007-08,TOT,48,"1,573.5",1.51,-1.85,-0.35,2.10
Bonzi Wells,2007-08,TOT,73,"1,561.2",-2.15,0.18,-1.97,0.34
Thaddeus Young,2007-08,PHI,74,"1,556.8",1.31,0.12,1.44,3.93
Brandon Bass,2007-08,DAL,79,"1,556.5",-2.37,-1.63,-4.01,-1.69
Darius Songaila,2007-08,WAS,80,"1,554.1",-2.43,-0.08,-2.51,-0.19
Craig Smith,2007-08,MIN,77,"1,546.4",-0.75,-0.04,-0.79,1.58
Marquis Daniels,2007-08,IND,74,"1,545.6",-1.57,-0.08,-1.64,0.69
Mark Blount,2007-08,MIA,69,"1,540.7",-3.06,-0.21,-3.27,-1.04
Delonte West,2007-08,TOT,61,"1,534.1",-1.12,0.89,-0.23,2.13
Joakim Noah,2007-08,CHI,74,"1,533.8",-1.35,2.72,1.37,3.84
Eddy Curry,2007-08,NYK,59,"1,530.0",-2.27,-2.98,-5.25,-2.80
Anthony Johnson,2007-08,TOT,69,"1,529.4",-1.15,0.42,-0.73,1.70
Jason Kapono,2007-08,TOR,81,"1,529.3",-2.04,-1.54,-3.58,-1.27
Bobby Simmons,2007-08,MIL,70,"1,523.2",-1.36,-0.23,-1.59,0.75
Quinton Ross,2007-08,LAC,76,"1,504.6",-3.03,-0.33,-3.37,-1.09
Kareem Rush,2007-08,IND,71,"1,504.2",-1.06,-2.12,-3.18,-0.84
Jannero Pargo,2007-08,NOH,80,"1,497.3",-2.48,-1.07,-3.55,-1.20
Chris Duhon,2007-08,CHI,66,"1,489.3",-0.37,-0.04,-0.41,1.91
Rasho Nesterovic,2007-08,TOR,71,"1,486.1",-1.84,2.00,0.16,2.49
Vladimir Radmanovic,2007-08,LAL,65,"1,483.1",1.86,-0.93,0.93,3.21
Eddie House,2007-08,BOS,78,"1,479.5",-0.62,-0.64,-1.27,1.02
Ronny Turiaf,2007-08,LAL,78,"1,457.8",-1.59,0.59,-1.01,1.30
Daequan Cook,2007-08,MIA,59,"1,441.4",-2.03,-2.34,-4.37,-1.93
Royal Ivey,2007-08,MIL,75,"1,436.7",-1.45,-1.43,-2.89,-0.50
Thabo Sefolosha,2007-08,CHI,69,"1,436.0",-2.05,1.57,-0.48,1.76
J.R. Smith,2007-08,DEN,74,"1,422.4",2.63,-1.43,1.21,3.35
Matt Barnes,2007-08,GSW,73,"1,413.4",-0.74,-2.17,-2.91,-0.42
Jerry Stackhouse,2007-08,DAL,58,"1,411.9",-0.82,-2.47,-3.29,-0.86
Jeff McInnis,2007-08,CHA,54,"1,409.8",-2.68,-2.43,-5.11,-2.49
Bobby Jackson,2007-08,TOT,72,"1,388.3",-0.94,0.53,-0.41,1.78
Jared Dudley,2007-08,CHA,73,"1,384.7",-0.26,-0.23,-0.49,1.71
Mike Conley,2007-08,MEM,53,"1,381.3",-0.01,-2.36,-2.37,0.02
Luther Head,2007-08,HOU,73,"1,378.2",0.19,-0.64,-0.45,1.73
Matt Harpring,2007-08,UTA,76,"1,373.4",-2.18,-1.16,-3.34,-0.87
Tony Allen,2007-08,BOS,75,"1,372.9",-3.12,0.58,-2.54,-0.27
Travis Diener,2007-08,IND,66,"1,356.4",0.83,-2.26,-1.43,0.83
Channing Frye,2007-08,POR,78,"1,341.9",-0.45,0.44,0.00,2.09
Chris Quinn,2007-08,MIA,60,"1,339.8",0.63,-0.88,-0.24,1.87
Damon Jones,2007-08,CLE,67,"1,336.5",1.13,-2.44,-1.31,0.92
Keyon Dooling,2007-08,ORL,72,"1,334.3",-1.16,-0.19,-1.35,0.86
Tyrus Thomas,2007-08,CHI,74,"1,329.5",-1.65,2.57,0.91,2.92
Jared Jeffries,2007-08,NYK,73,"1,324.7",-1.92,0.96,-0.96,1.22
Anderson Varejao,2007-08,CLE,48,"1,320.6",-1.88,1.00,-0.89,1.26
Mickael Pietrus,2007-08,GSW,66,"1,316.4",-0.64,-0.42,-1.07,1.14
Ime Udoka,2007-08,SAS,73,"1,316.3",-0.84,1.68,0.84,2.82
Johan Petro,2007-08,SEA,72,"1,310.4",-3.82,1.58,-2.25,-0.01
DeSagana Diop,2007-08,TOT,79,"1,296.5",-2.68,2.52,-0.15,1.89
Jamaal Tinsley,2007-08,IND,39,"1,293.0",-0.83,1.19,0.36,2.34
Jarvis Hayes,2007-08,DET,82,"1,287.3",-0.87,-1.27,-2.14,0.15
Sean Williams,2007-08,NJN,73,"1,279.5",-2.47,1.27,-1.21,0.95
Sasha Vujacic,2007-08,LAL,72,"1,279.1",2.18,-3.74,-1.56,0.72
James Jones,2007-08,POR,58,"1,276.6",1.60,-1.14,0.46,2.38
Sam Cassell,2007-08,TOT,55,"1,272.5",0.15,-1.67,-1.52,0.67
Carlos Arroyo,2007-08,ORL,62,"1,268.9",-0.41,-2.03,-2.44,-0.05
Randy Foye,2007-08,MIN,39,"1,258.9",0.43,-0.85,-0.42,1.61
Antoine Wright,2007-08,TOT,56,"1,231.8",-2.75,-0.28,-3.03,-0.63
Josh Powell,2007-08,LAC,64,"1,227.2",-2.49,-2.14,-4.63,-1.81
Luke Ridnour,2007-08,SEA,61,"1,222.7",-0.40,-0.33,-0.73,1.30
Jermaine O'Neal,2007-08,IND,42,"1,205.9",-3.55,2.60,-0.95,1.08
T.J. Ford,2007-08,TOR,51,"1,200.2",0.22,-0.91,-0.69,1.31
Sasha Pavlovic,2007-08,CLE,51,"1,188.8",-3.20,0.90,-2.30,-0.06
Jason Collins,2007-08,TOT,74,"1,171.2",-4.05,1.70,-2.35,-0.09
Nick Young,2007-08,WAS,75,"1,158.1",-2.75,-3.97,-6.71,-3.10
Jacque Vaughn,2007-08,SAS,74,"1,140.4",-2.80,-0.23,-3.03,-0.62
Jason Smith,2007-08,PHI,76,"1,107.7",-1.89,0.26,-1.63,0.50
Dorell Wright,2007-08,MIA,44,"1,103.8",-0.62,1.37,0.75,2.29
Malik Allen,2007-08,TOT,73,"1,095.6",-2.65,0.01,-2.64,-0.25
Rodney Stuckey,2007-08,DET,57,"1,079.3",-2.17,-0.42,-2.59,-0.22
Dan Dickau,2007-08,LAC,67,"1,039.6",0.69,-0.28,0.41,1.91
Rodney Carney,2007-08,PHI,70,"1,037.6",-0.44,-0.45,-0.90,0.99
Damon Stoudamire,2007-08,TOT,60,"1,036.9",-1.69,-0.52,-2.21,0.06
Andrew Bynum,2007-08,LAL,35,"1,008.3",1.01,1.85,2.86,3.47
Arron Afflalo,2007-08,DET,75,969.3,-2.07,0.37,-1.70,0.39
Shawne Williams,2007-08,IND,65,966.9,-0.90,-0.39,-1.29,0.67
Renaldo Balkman,2007-08,NYK,65,951.7,-1.71,1.52,-0.19,1.37
Zaza Pachulia,2007-08,ATL,62,943.1,-2.13,-1.19,-3.32,-0.60
Glen Davis,2007-08,BOS,69,941.4,-3.42,0.41,-3.01,-0.48
Spencer Hawes,2007-08,SAC,71,930.7,-2.71,-0.61,-3.32,-0.59
Kris Humphries,2007-08,TOR,70,925.1,-2.77,0.26,-2.51,-0.13
Eddie Jones,2007-08,DAL,47,921.9,-1.37,0.97,-0.40,1.19
Antoine Walker,2007-08,MIN,46,892.6,-1.16,0.99,-0.17,1.29
Marcus Williams,2007-08,TOT,64,890.8,-1.06,-3.43,-4.49,-1.18
Earl Barron,2007-08,MIA,46,889.2,-3.76,-0.53,-4.29,-1.20
Quincy Douby,2007-08,SAC,74,876.3,-2.72,-0.95,-3.67,-0.80
Rasual Butler,2007-08,NOH,51,875.2,-2.93,1.55,-1.38,0.53
Ronald Murray,2007-08,TOT,42,873.0,-1.40,-2.31,-3.71,-0.76
Acie Law,2007-08,ATL,56,865.7,-2.65,-3.00,-5.65,-1.81
Matt Bonner,2007-08,SAS,68,852.5,-1.29,1.04,-0.25,1.18
Stromile Swift,2007-08,TOT,56,844.3,-1.71,0.91,-0.80,0.87
Brian Skinner,2007-08,PHO,66,842.9,-4.53,0.75,-3.78,-0.77
Gordan Giricek,2007-08,TOT,56,830.6,-1.70,-0.88,-2.58,-0.14
Devean George,2007-08,DAL,53,821.4,-2.80,-0.99,-3.79,-0.77
Francisco Elson,2007-08,TOT,63,814.1,-4.02,0.56,-3.47,-0.71
Nenad Krstic,2007-08,NJN,45,811.0,-3.54,0.49,-3.05,-0.43
Leon Powe,2007-08,BOS,56,809.3,-0.33,-0.22,-0.55,0.96
Stephon Marbury,2007-08,NYK,24,805.4,-0.44,-1.14,-1.57,0.40
Shelden Williams,2007-08,TOT,64,775.3,-2.11,0.21,-1.90,0.21
Trenton Hassell,2007-08,TOT,63,773.9,-3.37,-1.76,-5.13,-1.37
Adonal Foyle,2007-08,ORL,82,773.3,-4.98,1.33,-3.65,-0.72
Amir Johnson,2007-08,DET,62,764.3,-1.44,4.39,2.95,2.73
Kirk Snyder,2007-08,TOT,36,759.8,-0.07,0.10,0.03,1.20
Tyronn Lue,2007-08,TOT,50,736.8,0.40,-2.27,-1.87,0.24
Hilton Armstrong,2007-08,NOH,65,732.0,-5.38,0.78,-4.61,-1.11
Mike James,2007-08,TOT,54,719.8,-2.00,-1.67,-3.66,-0.66
Kwame Brown,2007-08,TOT,38,713.2,-3.79,0.43,-3.35,-0.52
Carl Landry,2007-08,HOU,42,711.6,1.71,-0.20,1.51,1.83
David Harrison,2007-08,IND,55,702.2,-3.21,1.88,-1.34,0.46
Jarron Collins,2007-08,UTA,70,701.7,-3.39,1.69,-1.69,0.28
Ira Newble,2007-08,TOT,49,698.5,-2.69,-1.31,-4.01,-0.78
Dominic McGuire,2007-08,WAS,70,695.4,-5.02,-2.27,-7.29,-2.10
C.J. Miles,2007-08,UTA,60,689.5,0.44,0.54,0.98,1.52
Wilson Chandler,2007-08,NYK,35,685.0,-1.33,-0.13,-1.46,0.40
Javaris Crittenton,2007-08,TOT,50,678.3,-1.62,-0.50,-2.12,0.06
Juan Dixon,2007-08,TOT,53,668.4,-1.74,-0.46,-2.19,0.04
Ryan Bowen,2007-08,NOH,53,659.0,-3.44,1.69,-1.75,0.24
Julian Wright,2007-08,NOH,57,640.3,-1.82,0.22,-1.60,0.31
Mardy Collins,2007-08,NYK,46,634.1,-3.83,-1.37,-5.19,-1.16
Michael Ruffin,2007-08,MIL,46,631.6,-1.15,2.28,1.13,1.46
Brian Cook,2007-08,TOT,51,628.9,-2.37,-0.98,-3.35,-0.42
Sergio Rodriguez,2007-08,POR,72,627.6,-2.84,-1.37,-4.21,-0.79
Melvin Ely,2007-08,NOH,52,620.2,-3.96,0.90,-3.06,-0.32
Dikembe Mutombo,2007-08,HOU,39,618.7,-1.83,2.99,1.16,1.47
Aaron Gray,2007-08,CHI,61,613.5,-1.60,0.24,-1.36,0.39
Aaron Brooks,2007-08,HOU,51,607.4,0.00,-1.99,-1.99,0.13
Jason Hart,2007-08,UTA,57,606.4,-2.89,0.51,-2.38,-0.03
Smush Parker,2007-08,TOT,28,592.2,-1.73,-0.54,-2.26,0.01
Ronnie Price,2007-08,UTA,61,589.5,-0.15,1.93,1.78,1.63
Robert Horry,2007-08,SAS,45,582.2,-2.50,1.42,-1.07,0.47
Earl Boykins,2007-08,CHA,36,576.7,-1.36,-2.63,-3.99,-0.60
Marcus Banks,2007-08,TOT,36,568.2,-0.80,-2.11,-2.91,-0.16
Chris Richard,2007-08,MIN,52,556.3,-2.11,0.63,-1.47,0.32
Brent Barry,2007-08,SAS,31,555.1,2.22,-0.63,1.59,1.46
Darrell Armstrong,2007-08,NJN,50,549.4,-2.50,-0.31,-2.81,-0.20
Alexander Johnson,2007-08,MIA,43,548.7,-2.64,-1.54,-4.19,-0.65
Casey Jacobsen,2007-08,MEM,53,547.1,-1.91,-0.12,-2.03,0.10
Trevor Ariza,2007-08,TOT,35,546.5,-0.94,0.04,-0.90,0.51
Yakhouba Diawara,2007-08,DEN,54,541.6,-2.17,-1.18,-3.35,-0.38
Bobby Jones,2007-08,TOT,47,540.2,-1.27,-0.16,-1.43,0.30
Dan Gadzuric,2007-08,MIL,51,533.4,-3.24,1.64,-1.60,0.25
Ryan Hollins,2007-08,CHA,60,531.7,-1.54,0.85,-0.69,0.59
Greg Buckner,2007-08,MIN,31,520.1,-1.53,-1.19,-2.73,-0.12
Brian Scalabrine,2007-08,BOS,48,512.7,-3.76,-0.42,-4.18,-0.67
Joel Anthony,2007-08,MIA,24,498.3,-3.27,-0.10,-3.37,-0.35
Malik Rose,2007-08,NYK,49,494.9,-3.49,-0.04,-3.53,-0.40
Primoz Brezec,2007-08,TOT,50,474.1,-2.28,-0.38,-2.66,-0.12
Dwayne Jones,2007-08,CLE,56,472.1,-2.44,-0.14,-2.58,-0.07
Mickael Gelabale,2007-08,SEA,39,465.0,-1.41,0.02,-1.39,0.28
J.J. Barea,2007-08,DAL,44,459.4,-1.35,-1.10,-2.45,-0.04
Austin Croshere,2007-08,GSW,44,456.9,-1.10,-0.79,-1.89,0.14
Ramon Sessions,2007-08,MIL,17,449.5,0.73,-0.28,0.45,0.84
Brian Cardinal,2007-08,MEM,37,439.7,-1.32,0.87,-0.45,0.55
Theo Ratliff,2007-08,TOT,26,436.6,-1.35,1.09,-0.26,0.61
Gilbert Arenas,2007-08,WAS,13,424.7,-0.02,-0.96,-0.98,0.38
Salim Stoudamire,2007-08,ATL,35,401.2,-0.31,-3.03,-3.34,-0.25
Derek Anderson,2007-08,CHA,28,396.1,-1.99,-1.23,-3.22,-0.25
Andre Owens,2007-08,IND,31,392.0,-1.69,0.01,-1.68,0.15
Alonzo Mourning,2007-08,MIA,25,389.2,-1.70,3.25,1.55,1.03
Jake Voskuhl,2007-08,MIL,44,386.1,-3.02,1.56,-1.46,0.22
Brandan Wright,2007-08,GSW,38,375.7,-1.81,-0.07,-1.88,0.12
Walter Herrmann,2007-08,TOT,45,373.6,-0.64,-0.55,-1.19,0.28
C.J. Watson,2007-08,GSW,32,367.6,-1.63,-1.88,-3.52,-0.26
Gerald Green,2007-08,TOT,30,362.0,-2.97,0.05,-2.92,-0.17
Juwan Howard,2007-08,DAL,50,352.5,-4.51,-1.21,-5.72,-0.77
Chucky Atkins,2007-08,DEN,24,352.1,-0.99,-1.56,-2.55,-0.05
Donyell Marshall,2007-08,TOT,26,340.1,-0.44,-0.45,-0.90,0.33
Joey Graham,2007-08,TOR,38,331.1,-2.45,-1.40,-3.86,-0.33
Ruben Patterson,2007-08,LAC,20,326.6,-2.13,0.49,-1.64,0.15
Didier Ilunga-Mbenga,2007-08,TOT,42,325.6,-1.69,-0.28,-1.96,0.08
Anfernee Hardaway,2007-08,MIA,16,324.7,-1.68,1.63,-0.04,0.50
Jermareo Davidson,2007-08,CHA,38,321.2,-3.27,-0.55,-3.82,-0.32
Oleksiy Pecherov,2007-08,WAS,35,319.9,-2.22,-3.03,-5.26,-0.57
Adrian Griffin,2007-08,TOT,35,307.5,-1.11,0.58,-0.53,0.37
Eric Snow,2007-08,CLE,22,305.5,-3.80,-0.51,-4.32,-0.43
Ike Diogu,2007-08,IND,30,305.0,-1.49,-1.86,-3.35,-0.20
Kasib Powell,2007-08,MIA,11,304.3,-2.19,-0.12,-2.31,-0.02
Stephane Lasme,2007-08,MIA,15,303.4,-2.59,1.43,-1.16,0.23
Kevin Ollie,2007-08,PHI,40,300.6,0.12,0.08,0.20,0.51
Aaron Williams,2007-08,LAC,30,296.7,-2.15,0.43,-1.71,0.12
Raef LaFrentz,2007-08,POR,39,291.3,-2.18,1.43,-0.75,0.31
Andre Brown,2007-08,MEM,33,286.4,-0.97,-0.81,-1.78,0.12
Jamaal Magloire,2007-08,TOT,31,286.2,-3.82,0.67,-3.15,-0.19
Pat Garrity,2007-08,ORL,31,284.1,-4.53,-0.41,-4.94,-0.52
Kenny Thomas,2007-08,SAC,23,281.0,-4.52,-1.18,-5.70,-0.63
Chris Mihm,2007-08,LAL,23,278.1,-4.04,-0.92,-4.96,-0.47
J.J. Redick,2007-08,ORL,34,276.2,-0.49,-2.58,-3.07,-0.11
Elton Brand,2007-08,LAC,8,274.0,-0.79,-0.84,-1.63,0.13
D.J. Strawberry,2007-08,PHO,33,270.2,-3.39,-1.23,-4.62,-0.38
Nick Fazekas,2007-08,TOT,26,269.0,-0.05,0.91,0.86,0.58
Mario West,2007-08,ATL,64,268.7,-0.66,-0.64,-1.30,0.19
Nene Hilario,2007-08,DEN,16,265.4,-3.08,0.63,-2.45,-0.03
Steve Novak,2007-08,HOU,35,264.0,1.36,-1.74,-0.37,0.35
Awvee Storey,2007-08,MIL,26,258.5,-1.05,-0.40,-1.45,0.15
Michael Doleac,2007-08,MIN,24,257.7,-2.01,1.63,-0.38,0.33
Marco Belinelli,2007-08,GSW,33,240.7,-2.35,-2.43,-4.78,-0.38
Shannon Brown,2007-08,TOT,21,239.7,-1.88,-1.53,-3.41,-0.18
Luke Jackson,2007-08,MIA,14,228.1,-0.82,0.75,-0.07,0.35
Lindsey Hunter,2007-08,DET,24,215.3,-1.25,-0.12,-1.37,0.13
P.J. Brown,2007-08,BOS,18,209.2,-2.53,-0.28,-2.81,-0.08
Dahntay Jones,2007-08,SAC,25,206.3,-0.83,0.48,-0.35,0.27
Calvin Booth,2007-08,PHI,31,203.9,-1.23,1.22,0.00,0.32
Steve Francis,2007-08,HOU,10,199.7,-1.08,0.07,-1.01,0.17
Paul Davis,2007-08,LAC,22,194.1,-1.59,-0.25,-1.84,0.06
Mike Wilks,2007-08,TOT,15,188.3,-1.03,-0.46,-1.50,0.09
Randolph Morris,2007-08,NYK,18,180.9,-1.63,-1.01,-2.65,-0.03
Blake Ahearn,2007-08,MIA,12,177.1,-1.30,-0.51,-1.81,0.05
Scot Pollard,2007-08,BOS,22,172.6,-1.41,-0.62,-2.03,0.03
Othella Harrington,2007-08,CHA,22,166.9,-1.11,0.36,-0.76,0.17
Maurice Ager,2007-08,TOT,26,164.8,-0.80,-0.47,-1.28,0.11
Richie Frahm,2007-08,LAC,10,163.0,-0.65,-0.04,-0.69,0.17
Lorenzen Wright,2007-08,TOT,18,161.0,-1.12,0.03,-1.09,0.12
Mike Harris,2007-08,HOU,17,159.4,-0.51,-0.18,-0.70,0.17
Von Wafer,2007-08,TOT,29,154.3,-1.01,-0.57,-1.58,0.07
Eddie Gill,2007-08,TOT,14,152.8,-1.09,0.43,-0.66,0.16
Mark Madsen,2007-08,MIN,20,151.0,-1.25,1.61,0.36,0.28
James Augustine,2007-08,ORL,25,148.9,-1.64,-0.12,-1.76,0.05
Darius Washington,2007-08,SAS,18,146.0,-0.75,-0.45,-1.19,0.11
Solomon Jones,2007-08,ATL,35,145.2,-0.86,-1.36,-2.23,0.02
Darrick Martin,2007-08,TOR,17,141.6,-0.99,0.44,-0.56,0.17
Jeremy Richardson,2007-08,TOT,27,132.1,-0.27,-0.72,-1.00,0.12
Sean Marks,2007-08,PHO,19,129.8,-2.05,-1.08,-3.13,-0.07
Stephen Graham,2007-08,IND,22,127.6,-0.08,-0.29,-0.37,0.17
Chris Webber,2007-08,GSW,9,125.6,-1.62,-0.44,-2.06,0.02
Justin Williams,2007-08,TOT,23,122.7,-0.69,0.74,0.05,0.20
Steven Hunter,2007-08,DEN,19,120.3,-1.60,-0.94,-2.54,-0.02
Eric Piatkowski,2007-08,PHO,16,112.7,-1.77,-1.14,-2.91,-0.04
Viktor Khryapa,2007-08,CHI,9,104.6,-0.36,0.72,0.36,0.19
Maceo Baston,2007-08,TOR,15,103.2,-0.90,0.12,-0.79,0.10
Patrick O'Bryant,2007-08,GSW,24,99.2,-1.23,-0.92,-2.15,0.02
Robert Swift,2007-08,SEA,8,97.7,-0.22,0.28,0.07,0.16
Tarence Kinsey,2007-08,MEM,11,95.7,-0.29,0.77,0.48,0.18
Gabe Pruitt,2007-08,BOS,15,94.8,-1.11,-1.05,-2.15,0.01
Troy Hudson,2007-08,GSW,9,93.3,-1.35,-1.02,-2.37,0.00
Cedric Simmons,2007-08,TOT,14,87.4,-0.47,-0.35,-0.82,0.09
Taurean Green,2007-08,TOT,17,73.9,-0.39,-0.32,-0.71,0.08
Jorge Garbajosa,2007-08,TOR,7,73.8,-0.84,-0.17,-1.01,0.06
Darryl Watkins,2007-08,SAC,9,71.4,-0.66,-0.10,-0.76,0.07
Coby Karl,2007-08,LAL,17,70.7,-0.94,-0.50,-1.44,0.04
Kyrylo Fesenko,2007-08,UTA,9,70.0,-1.19,0.22,-0.97,0.06
Marcus Vinicius,2007-08,NOH,13,69.1,-1.41,0.20,-1.21,0.05
Lou Amundson,2007-08,PHI,16,64.3,0.21,-0.19,0.02,0.10
Linton Johnson,2007-08,TOT,8,62.9,-1.42,-0.66,-2.09,0.01
Mouhamed Sene,2007-08,SEA,13,62.2,0.32,0.55,0.88,0.13
Orien Greene,2007-08,SAC,7,61.0,-0.68,-0.04,-0.73,0.06
Shareef Abdur-Rahim,2007-08,SAC,6,50.6,-0.37,-0.08,-0.45,0.06
Alando Tucker,2007-08,PHO,6,48.0,-1.53,-0.73,-2.26,0.00
Thomas Gardner,2007-08,CHI,4,44.7,-0.04,0.02,-0.02,0.07
Demetris Nichols,2007-08,TOT,14,44.7,-0.07,-0.16,-0.23,0.06
Billy Thomas,2007-08,TOT,11,41.9,-0.24,-0.50,-0.74,0.05
Marcin Gortat,2007-08,ORL,6,40.7,-1.11,-0.34,-1.45,0.03
Morris Almond,2007-08,UTA,9,39.2,-0.94,0.00,-0.93,0.04
Kosta Perovic,2007-08,GSW,7,38.0,-1.12,-0.61,-1.73,0.01
Chris Andersen,2007-08,NOH,5,34.2,-1.29,0.09,-1.20,0.03
Jelani McCoy,2007-08,DEN,6,33.3,-1.06,-0.83,-1.89,0.01
Cheikh Samb,2007-08,DET,4,31.3,-0.46,-0.53,-0.99,0.03
Josh McRoberts,2007-08,POR,8,28.1,-0.01,0.23,0.22,0.05
Shavlik Randolph,2007-08,PHI,9,27.5,0.38,-0.12,0.26,0.05
DerMarr Johnson,2007-08,SAS,5,27.5,-0.39,-0.01,-0.40,0.04
Andre Barrett,2007-08,LAC,4,25.3,0.12,-0.11,0.01,0.04
Ian Mahinmi,2007-08,SAS,6,22.6,-0.40,-0.05,-0.45,0.03
Ronald Dupree,2007-08,TOT,5,20.8,0.22,0.40,0.62,0.04
Guillermo Diaz,2007-08,LAC,6,18.0,0.19,-0.08,0.10,0.03
Loren Woods,2007-08,HOU,7,16.9,-0.05,-0.40,-0.44,0.02
Kaniel Dickens,2007-08,CLE,5,11.8,-0.18,-0.50,-0.68,0.01
Courtney Sims,2007-08,IND,3,11.1,-0.37,-0.19,-0.57,0.01
Lance Allred,2007-08,CLE,3,10.1,-0.20,-0.55,-0.75,0.01
Keith Langford,2007-08,SAS,2,9.6,-0.40,0.00,-0.40,0.01
Bo Outlaw,2007-08,ORL,2,6.6,-1.09,-0.30,-1.39,0.00
Jerome James,2007-08,NYK,2,4.6,0.16,0.23,0.39,0.01
LeBron James,2006-07,CLE,78,"3,190.5",3.90,1.34,5.24,16.13
Kobe Bryant,2006-07,LAL,77,"3,139.5",4.30,-0.08,4.22,13.58
Vince Carter,2006-07,NJN,82,"3,126.0",3.50,0.53,4.03,13.29
Elton Brand,2006-07,LAC,80,"3,077.2",1.65,1.81,3.46,12.00
Luol Deng,2006-07,CHI,82,"3,069.8",1.41,1.31,2.72,10.58
Andre Iguodala,2006-07,PHI,76,"3,061.9",0.72,-0.48,0.25,5.30
Rafer Alston,2006-07,HOU,82,"3,040.9",1.67,2.42,4.09,13.22
Dwight Howard,2006-07,ORL,82,"3,023.4",0.21,2.17,2.38,9.68
Ricky Davis,2006-07,MIN,81,"3,021.1",0.35,-0.41,-0.06,4.60
Shawn Marion,2006-07,PHO,80,"3,010.6",3.02,2.48,5.50,15.21
Tayshaun Prince,2006-07,DET,82,"3,000.7",1.54,-0.36,1.18,7.07
Kevin Garnett,2006-07,MIN,76,"2,994.4",2.61,2.95,5.56,15.59
Shane Battier,2006-07,HOU,82,"2,988.2",0.09,3.41,3.50,11.89
Andre Miller,2006-07,TOT,80,"2,965.3",1.00,-0.23,0.76,6.16
Deron Williams,2006-07,UTA,80,"2,948.6",2.04,-1.26,0.78,6.15
Gilbert Arenas,2006-07,WAS,74,"2,942.3",5.42,-0.14,5.27,14.47
Jason Kidd,2006-07,NJN,80,"2,931.6",2.98,1.45,4.43,13.18
Raja Bell,2006-07,PHO,78,"2,917.6",0.65,1.07,1.72,7.89
Charlie Bell,2006-07,MIL,82,"2,848.8",0.30,-2.06,-1.76,1.13
Eddy Curry,2006-07,NYK,81,"2,847.9",-0.81,-1.92,-2.73,-0.78
Jason Terry,2006-07,DAL,81,"2,844.8",4.03,-0.07,3.96,11.86
Cuttino Mobley,2006-07,LAC,78,"2,841.7",-0.41,-0.01,-0.42,3.61
Kirk Hinrich,2006-07,CHI,80,"2,839.2",1.92,0.76,2.67,9.69
Raymond Felton,2006-07,CHA,78,"2,831.8",0.37,-0.45,-0.08,4.27
Dirk Nowitzki,2006-07,DAL,78,"2,820.3",5.52,0.20,5.71,14.73
Kevin Martin,2006-07,SAC,80,"2,818.6",2.28,-2.13,0.14,4.67
