Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
Luc Longley,1993-94,TOT,152,"1,502.0",-2.13,1.84,-0.29,2.11
Kevin Duckworth,1993-94,WSB,69,"1,485.0",-3.60,-0.45,-4.05,-1.58
Lee Mayberry,1993-94,MIL,82,"1,472.0",-1.26,-2.88,-4.14,-1.73
Eddie Johnson,1993-94,CHH,73,"1,460.0",0.71,-2.97,-2.26,0.14
Tyrone Hill,1993-94,CLE,57,"1,447.0",0.33,1.59,1.92,4.19
Mark Bryant,1993-94,POR,79,"1,441.0",-2.49,-0.74,-3.23,-0.82
Negele Knight,1993-94,TOT,130,"1,438.0",0.34,-2.21,-1.87,0.49
Rodney Rogers,1993-94,DEN,79,"1,406.0",-1.76,-0.50,-2.26,0.02
Anthony Bonner,1993-94,NYK,73,"1,402.0",-1.41,2.51,1.09,3.34
Kenny Walker,1993-94,WSB,73,"1,397.0",-1.77,0.12,-1.65,0.69
Shawn Bradley,1993-94,PHI,49,"1,385.0",-4.75,2.82,-1.93,0.38
Robert Pack,1993-94,DEN,66,"1,382.0",-0.75,-2.10,-2.84,-0.53
Bill Wennington,1993-94,CHI,76,"1,371.0",-1.34,0.48,-0.86,1.38
Anthony Avent,1993-94,TOT,148,"1,371.0",-3.93,-0.73,-4.67,-2.01
Pete Chilcutt,1993-94,TOT,152,"1,365.0",-2.07,0.60,-1.47,0.83
Harold Miner,1993-94,MIA,63,"1,358.0",-0.50,-2.51,-3.01,-0.55
Donald Royal,1993-94,ORL,74,"1,357.0",-0.10,-0.80,-0.90,1.35
Walt Williams,1993-94,SAC,57,"1,356.0",-2.84,-2.10,-4.94,-2.26
Chris Morris,1993-94,NJN,50,"1,349.0",1.09,0.80,1.89,3.90
J.R. Reid,1993-94,SAS,70,"1,344.0",-0.74,-1.07,-1.81,0.51
Johnny Dawkins,1993-94,PHI,72,"1,343.0",-0.06,-2.16,-2.22,0.11
Hubert Davis,1993-94,NYK,56,"1,333.0",1.48,-1.01,0.47,2.58
Tim Legler,1993-94,DAL,79,"1,322.0",2.29,-1.35,0.94,2.98
Mitchell Butler,1993-94,WSB,75,"1,321.0",-1.38,-1.33,-2.71,-0.27
Victor Alexander,1993-94,GSW,69,"1,318.0",-1.09,-1.14,-2.24,0.12
Thurl Bailey,1993-94,MIN,79,"1,297.0",-0.05,-0.92,-0.97,1.21
Chris Gatling,1993-94,GSW,82,"1,296.0",0.75,1.20,1.95,3.78
Carl Herrera,1993-94,HOU,75,"1,292.0",-3.66,-0.21,-3.87,-1.37
Jerome Kersey,1993-94,POR,78,"1,276.0",-1.27,2.14,0.87,2.80
Sean Rooks,1993-94,DAL,47,"1,255.0",-0.51,-0.58,-1.09,1.06
Jon Barry,1993-94,MIL,72,"1,242.0",0.38,0.69,1.07,2.90
Mark West,1993-94,PHO,82,"1,236.0",-2.30,3.02,0.72,2.57
Scott Brooks,1993-94,HOU,73,"1,225.0",0.07,-0.63,-0.56,1.48
Trevor Wilson,1993-94,TOT,114,"1,221.0",-2.47,-1.88,-4.35,-1.57
Tony Campbell,1993-94,TOT,126,"1,214.0",-1.34,-1.21,-2.55,-0.16
Matt Geiger,1993-94,MIA,72,"1,199.0",0.84,0.53,1.38,3.03
Byron Scott,1993-94,IND,67,"1,197.0",1.26,-2.01,-0.76,1.29
David Wood,1993-94,DET,78,"1,182.0",-0.74,0.48,-0.25,1.69
Pervis Ellison,1993-94,WSB,47,"1,178.0",-2.29,-0.13,-2.42,-0.02
Lucious Harris,1993-94,DAL,77,"1,165.0",-1.50,-1.51,-3.01,-0.54
Eric Leckner,1993-94,PHI,71,"1,163.0",-2.55,-0.46,-3.01,-0.52
Duane Ferrell,1993-94,ATL,72,"1,155.0",-0.43,-1.49,-1.92,0.31
Acie Earl,1993-94,BOS,74,"1,149.0",-3.96,-0.39,-4.35,-1.49
Terry Cummings,1993-94,SAS,59,"1,133.0",-2.21,-0.33,-2.54,-0.12
Derek Strong,1993-94,MIL,67,"1,131.0",-1.18,-1.18,-2.36,-0.01
Sam Cassell,1993-94,HOU,66,"1,122.0",-0.70,-0.43,-1.13,0.91
Bryon Russell,1993-94,UTA,67,"1,121.0",-1.50,1.78,0.28,2.01
Charles Smith,1993-94,NYK,43,"1,105.0",-2.10,0.89,-1.21,0.81
Keith Jennings,1993-94,GSW,76,"1,097.0",2.36,-1.14,1.22,2.66
Jeff Grayer,1993-94,GSW,67,"1,096.0",-0.93,-1.99,-2.91,-0.39
Sam Mitchell,1993-94,IND,75,"1,084.0",-1.31,-0.51,-1.82,0.38
David Benoit,1993-94,UTA,55,"1,070.0",-2.54,0.14,-2.40,-0.03
Stacey King,1993-94,TOT,98,"1,053.0",-2.92,0.73,-2.19,0.10
Vern Fleming,1993-94,IND,55,"1,053.0",-1.19,-1.67,-2.86,-0.36
Randy Brown,1993-94,SAC,61,"1,041.0",-2.38,-0.15,-2.54,-0.13
Brent Price,1993-94,WSB,65,"1,035.0",0.48,-2.20,-1.72,0.47
Ricky Pierce,1993-94,SEA,51,"1,022.0",2.38,-2.93,-0.55,1.25
Pooh Richardson,1993-94,IND,37,"1,022.0",-0.24,-1.52,-1.76,0.41
David Wingate,1993-94,CHH,50,"1,005.0",-1.44,-0.71,-2.15,0.17
Ennis Whatley,1993-94,ATL,82,"1,004.0",-0.53,-0.63,-1.16,0.79
Tony Bennett,1993-94,CHH,74,983.0,-0.71,-1.48,-2.19,0.14
Kenny Williams,1993-94,IND,68,982.0,-0.81,0.22,-0.59,1.18
Lloyd Daniels,1993-94,SAS,65,980.0,-1.03,-1.79,-2.82,-0.28
Rolando Blackman,1993-94,NYK,55,969.0,-0.34,-1.10,-1.43,0.56
Danny Ferry,1993-94,CLE,70,965.0,-1.13,-0.89,-2.02,0.23
Brad Lohaus,1993-94,MIL,67,962.0,-2.56,0.33,-2.23,0.07
Tellis Frank,1993-94,MIN,67,959.0,-2.60,1.75,-0.85,0.98
Anthony Bowie,1993-94,ORL,70,948.0,-1.29,-1.79,-3.09,-0.42
Harold Ellis,1993-94,LAC,49,923.0,1.09,0.78,1.87,2.66
Anthony Peeler,1993-94,LAL,30,923.0,-0.32,-0.66,-0.98,0.86
Larry Nance,1993-94,CLE,33,909.0,-0.40,2.05,1.66,2.47
Greg Graham,1993-94,PHI,70,889.0,-2.30,-1.51,-3.81,-0.86
Warren Kidd,1993-94,PHI,68,884.0,-1.86,-0.01,-1.87,0.28
Charles Jones,1993-94,DET,42,877.0,-2.31,2.21,-0.10,1.34
Jayson Williams,1993-94,NJN,70,877.0,-2.04,0.63,-1.41,0.56
Tom Hammonds,1993-94,DEN,74,877.0,-1.08,-0.83,-1.92,0.22
LaBradford Smith,1993-94,TOT,132,877.0,-0.88,-1.63,-2.51,-0.09
Frank Johnson,1993-94,PHO,70,875.0,-1.11,-1.81,-2.92,-0.28
Bo Outlaw,1993-94,LAC,37,871.0,-0.25,2.01,1.76,2.44
Byron Houston,1993-94,GSW,71,866.0,-3.52,1.08,-2.45,-0.04
Mark Aguirre,1993-94,LAC,39,859.0,0.04,-3.06,-3.01,-0.38
Joe Kleine,1993-94,PHO,74,848.0,-1.61,-1.06,-2.67,-0.14
Tracy Murray,1993-94,POR,66,820.0,1.32,-1.68,-0.36,1.11
John Battle,1993-94,CLE,51,814.0,-0.32,-2.85,-3.17,-0.43
Bill Cartwright,1993-94,CHI,42,780.0,-1.77,-0.04,-1.81,0.27
Herb Williams,1993-94,NYK,70,774.0,-3.15,2.11,-1.04,0.66
Scott Burrell,1993-94,CHH,51,767.0,-2.80,-0.23,-3.03,-0.31
Adam Keefe,1993-94,ATL,63,763.0,-2.82,-1.38,-4.20,-0.95
Terry Dehere,1993-94,LAC,64,759.0,-2.72,-3.58,-6.30,-1.90
Doug Overton,1993-94,WSB,61,749.0,-2.72,-3.50,-6.22,-1.77
Sleepy Floyd,1993-94,SAS,53,737.0,-3.47,-2.68,-6.16,-1.74
John Williams,1993-94,LAC,34,725.0,-1.38,-0.60,-1.97,0.18
Matt Bullard,1993-94,HOU,65,725.0,-0.80,-1.43,-2.23,0.03
Lorenzo Williams,1993-94,TOT,76,716.0,-2.01,2.59,0.58,1.43
Willie Burton,1993-94,MIA,53,697.0,-0.53,-1.06,-1.60,0.37
Corie Blount,1993-94,CHI,67,690.0,-2.95,1.61,-1.35,0.46
Greg Dreiling,1993-94,DAL,54,685.0,-2.79,1.34,-1.44,0.41
Larry Krystkowiak,1993-94,ORL,34,682.0,-2.13,-1.45,-3.58,-0.51
LeRon Ellis,1993-94,CHH,50,680.0,-1.42,0.69,-0.73,0.76
Duane Causwell,1993-94,SAC,41,674.0,-2.38,2.64,0.26,1.20
James Robinson,1993-94,POR,58,673.0,-2.52,-1.49,-4.01,-0.72
Mike Peplowski,1993-94,SAC,55,667.0,-2.32,1.14,-1.19,0.53
Gheorghe Muresan,1993-94,WSB,54,650.0,-1.00,2.07,1.08,1.51
Tom Tolbert,1993-94,LAC,49,640.0,-3.60,-2.07,-5.67,-1.36
Scott Williams,1993-94,CHI,38,638.0,-1.15,0.98,-0.17,0.94
Kurt Rambis,1993-94,LAL,50,635.0,-0.83,1.54,0.71,1.32
Marlon Maxey,1993-94,MIN,55,626.0,-0.77,1.87,1.10,1.48
Malik Sealy,1993-94,IND,43,623.0,-2.49,-0.81,-3.30,-0.39
Moses Malone,1993-94,PHI,55,618.0,-2.12,-1.56,-3.68,-0.55
Marty Conlon,1993-94,TOT,60,579.0,0.18,-1.34,-1.16,0.48
Walter Bond,1993-94,UTA,56,559.0,-0.97,-0.20,-1.17,0.45
Sam Bowie,1993-94,LAL,25,556.0,-1.51,-1.13,-2.64,-0.10
Rod Higgins,1993-94,CLE,36,547.0,0.26,0.59,0.85,1.19
David Wesley,1993-94,NJN,60,542.0,-0.30,-0.73,-1.04,0.48
Jimmy Oliver,1993-94,BOS,44,540.0,-1.42,-3.00,-4.42,-0.72
Bob Martin,1993-94,LAC,53,535.0,-3.93,1.13,-2.79,-0.16
Doc Rivers,1993-94,NYK,19,499.0,1.68,2.73,4.41,2.32
Bobby Hurley,1993-94,SAC,19,499.0,-2.30,-2.02,-4.32,-0.64
Mark Macon,1993-94,TOT,84,496.0,-2.59,-0.24,-2.83,-0.16
James Edwards,1993-94,LAL,45,469.0,-2.09,-3.36,-5.45,-0.92
Chris Corchiani,1993-94,BOS,51,467.0,-0.57,-1.12,-1.68,0.21
Antoine Carr,1993-94,SAS,34,465.0,-0.38,0.29,-0.10,0.71
Elliot Perry,1993-94,PHO,27,432.0,-1.58,-1.17,-2.75,-0.09
Donald Hodge,1993-94,DAL,50,428.0,-1.15,0.50,-0.65,0.49
Jo Jo English,1993-94,CHI,36,419.0,-3.92,-1.80,-5.72,-0.92
Will Perdue,1993-94,CHI,43,397.0,-4.52,-0.23,-4.75,-0.64
Rumeal Robinson,1993-94,TOT,62,396.0,-2.87,-2.03,-4.90,-0.65
Rex Walters,1993-94,NJN,48,386.0,2.34,-1.62,0.73,0.81
Tree Rollins,1993-94,ORL,45,384.0,-2.13,3.31,1.17,0.92
Josh Grant,1993-94,GSW,53,382.0,-1.31,-0.34,-1.65,0.19
Brian Davis,1993-94,MIN,68,374.0,-2.91,-0.96,-3.87,-0.38
Darren Morningstar,1993-94,TOT,46,367.0,-1.92,0.84,-1.08,0.31
Danny Schayes,1993-94,TOT,72,363.0,-2.51,-0.94,-3.45,-0.26
Ron Anderson,1993-94,TOT,42,356.0,-0.36,-1.40,-1.75,0.15
Randy Woods,1993-94,LAC,40,352.0,0.73,-0.98,-0.26,0.50
Stanley Roberts,1993-94,LAC,14,350.0,-4.30,2.46,-1.84,0.12
Andre Spencer,1993-94,TOT,56,349.0,-0.14,0.27,0.13,0.59
Joe Courtney,1993-94,TOT,104,345.0,-1.01,-1.17,-2.17,0.05
John Paxson,1993-94,CHI,27,343.0,-0.68,-1.26,-1.93,0.09
Chris Whitney,1993-94,SAS,40,339.0,-4.00,-2.18,-6.18,-0.81
Sean Green,1993-94,TOT,72,334.0,-4.72,-2.96,-7.68,-1.09
Randy White,1993-94,DAL,18,320.0,-1.81,0.14,-1.67,0.14
Dwayne Schintzius,1993-94,NJN,30,319.0,-3.83,1.09,-2.74,-0.08
Keith Askins,1993-94,MIA,37,319.0,-2.72,-0.54,-3.26,-0.18
Reggie Smith,1993-94,POR,43,316.0,-2.96,1.18,-1.78,0.12
John Crotty,1993-94,UTA,45,313.0,2.10,-0.78,1.32,0.78
Mike Gminski,1993-94,TOT,58,309.0,-2.35,0.50,-1.85,0.11
Greg Kite,1993-94,ORL,29,309.0,-5.05,-0.07,-5.12,-0.53
Terry Davis,1993-94,DAL,15,286.0,-1.43,0.02,-1.41,0.18
Darnell Mee,1993-94,DEN,38,285.0,-3.57,0.55,-3.02,-0.14
Marcus Liberty,1993-94,TOT,76,285.0,-3.64,-1.56,-5.20,-0.51
LaSalle Thompson,1993-94,IND,30,282.0,-4.16,0.58,-3.59,-0.23
Ervin Johnson,1993-94,SEA,45,280.0,-2.93,2.20,-0.74,0.31
Reggie Jordan,1993-94,LAL,23,259.0,0.60,-0.01,0.59,0.52
Bill Laimbeer,1993-94,DET,11,248.0,0.61,-0.67,-0.07,0.39
Randy Breuer,1993-94,SAC,26,247.0,-3.44,1.58,-1.86,0.08
Antonio Harvey,1993-94,LAL,27,247.0,-3.93,0.53,-3.40,-0.17
Rick Mahorn,1993-94,NJN,28,226.0,-1.11,-0.40,-1.51,0.13
Eric Riley,1993-94,HOU,47,219.0,-1.87,0.44,-1.43,0.13
Jud Buechler,1993-94,GSW,36,218.0,0.92,-1.51,-0.60,0.26
Anthony Cook,1993-94,TOT,50,203.0,-1.82,-0.21,-2.02,0.04
Isaac Austin,1993-94,PHI,14,201.0,-1.71,-0.03,-1.75,0.08
Jerrod Mustaf,1993-94,PHO,33,196.0,-2.69,-1.00,-3.69,-0.16
Kevin Brooks,1993-94,DEN,34,190.0,-2.43,-2.90,-5.33,-0.38
Jaren Jackson,1993-94,POR,29,187.0,-1.56,-2.07,-3.62,-0.15
Scott Haskin,1993-94,IND,27,186.0,-1.50,1.07,-0.44,0.24
Lester Conner,1993-94,IND,11,169.0,-0.33,0.80,0.47,0.32
Jim Les,1993-94,SAC,18,169.0,0.77,-0.73,0.04,0.27
Alaa Abdelnaby,1993-94,BOS,13,159.0,-2.16,-1.64,-3.80,-0.15
Morlon Wiley,1993-94,TOT,32,158.0,-0.72,-0.04,-0.76,0.17
Mark Randall,1993-94,DEN,28,155.0,-0.49,-0.20,-0.68,0.17
Steve Scheffler,1993-94,SEA,35,152.0,0.77,-0.52,0.25,0.27
Gerald Madkins,1993-94,CLE,22,149.0,-1.00,-0.69,-1.69,0.07
Evers Burns,1993-94,SAC,23,143.0,-1.15,-0.17,-1.32,0.10
Gerald Paddio,1993-94,TOT,36,137.0,-0.26,-0.88,-1.14,0.11
Tim Kempton,1993-94,TOT,26,136.0,-1.26,-0.57,-1.83,0.05
Duane Cooper,1993-94,PHO,23,136.0,-1.50,-2.52,-4.02,-0.14
Jay Guidinger,1993-94,CLE,32,131.0,-1.69,-0.49,-2.18,0.02
Paul Graham,1993-94,ATL,21,128.0,-0.29,-0.53,-0.82,0.13
Todd Lichti,1993-94,TOT,26,126.0,0.08,-0.64,-0.56,0.15
Litterial Green,1993-94,ORL,29,126.0,-0.61,-1.30,-1.91,0.04
Dave Johnson,1993-94,CHI,17,119.0,-2.07,-0.94,-3.01,-0.06
Manute Bol,1993-94,TOT,28,116.0,-0.93,-0.04,-0.96,0.11
Doug Edwards,1993-94,ATL,16,107.0,-1.49,-0.71,-2.20,0.01
Jack Haley,1993-94,SAS,28,94.0,-0.31,-1.11,-1.42,0.06
Stanley Jackson,1993-94,MIN,17,92.0,0.35,-0.35,-0.01,0.15
Richard Petruska,1993-94,HOU,22,92.0,-1.54,-0.60,-2.14,0.01
Luther Wright,1993-94,UTA,15,92.0,-1.94,-0.80,-2.74,-0.02
Tony Harris,1993-94,BOS,5,88.0,0.31,-0.89,-0.57,0.11
Chris Dudley,1993-94,POR,6,86.0,-1.22,0.41,-0.81,0.09
Chris King,1993-94,SEA,15,86.0,-0.79,-1.23,-2.02,0.02
Adonis Jordan,1993-94,DEN,6,79.0,-0.43,-1.07,-1.50,0.04
Corey Gaines,1993-94,NYK,18,78.0,1.72,1.13,2.85,0.28
Chris Jent,1993-94,HOU,3,78.0,-0.47,-0.49,-0.95,0.07
Rich King,1993-94,SEA,27,78.0,-0.61,-0.65,-1.26,0.06
Ben Coleman,1993-94,DET,9,77.0,-0.79,-0.76,-1.55,0.04
Henry James,1993-94,LAC,12,75.0,-0.06,-1.22,-1.28,0.05
Andrew Gaze,1993-94,WSB,7,70.0,0.39,-0.98,-0.59,0.08
Malcolm Mackey,1993-94,PHO,22,69.0,-0.85,-0.85,-1.70,0.03
Tod Murphy,1993-94,TOT,18,67.0,0.02,-0.61,-0.59,0.08
Alec Kessler,1993-94,MIA,15,66.0,0.41,-0.63,-0.23,0.10
Sedric Toney,1993-94,CLE,12,64.0,-1.19,-1.10,-2.28,0.00
Kevin Thompson,1993-94,POR,14,58.0,-0.93,-0.68,-1.61,0.03
Dan O'Sullivan,1993-94,DET,13,56.0,-0.27,-0.92,-1.19,0.04
Larry Robinson,1993-94,HOU,6,55.0,-0.93,0.23,-0.70,0.06
Gary Alexander,1993-94,TOT,22,55.0,-0.46,-0.49,-0.95,0.05
Stephen Howard,1993-94,UTA,9,53.0,-0.13,-0.16,-0.28,0.07
Corey Williams,1993-94,MIN,4,46.0,0.04,-0.40,-0.37,0.06
Bill Edwards,1993-94,PHI,3,44.0,-1.34,-0.62,-1.97,0.01
Michael Curry,1993-94,PHI,10,43.0,-1.10,-1.25,-2.35,0.00
Eric Anderson,1993-94,NYK,11,39.0,0.11,1.05,1.16,0.09
Matt Wenstrom,1993-94,BOS,11,37.0,-0.08,-0.63,-0.71,0.04
Larry Stewart,1993-94,WSB,3,35.0,0.26,-0.64,-0.38,0.05
Andres Guibert,1993-94,MIN,5,33.0,-0.82,-0.70,-1.52,0.02
Keith Tower,1993-94,ORL,11,32.0,-0.08,-0.67,-0.75,0.04
Roy Marble,1993-94,DEN,5,32.0,-0.91,-0.57,-1.48,0.02
Earl Cureton,1993-94,HOU,2,30.0,-1.12,-0.01,-1.13,0.02
Jim Farmer,1993-94,DEN,4,29.0,-0.50,-0.89,-1.39,0.02
Tito Horford,1993-94,WSB,3,28.0,-0.21,-0.56,-0.77,0.03
Greg Foster,1993-94,MIL,3,19.0,0.01,-0.94,-0.93,0.02
Steve Henson,1993-94,CHH,3,17.0,-0.26,-0.88,-1.15,0.01
Alphonso Ford,1993-94,SEA,6,16.0,0.19,-0.53,-0.33,0.02
Skeeter Henry,1993-94,PHO,4,15.0,-0.23,-0.91,-1.14,0.01
Dave Jamerson,1993-94,TOT,10,14.0,-0.21,-0.72,-0.93,0.01
John Bagley,1993-94,ATL,3,13.0,-0.08,-0.44,-0.51,0.02
Aaron Williams,1993-94,UTA,6,12.0,-0.52,-0.48,-1.00,0.01
Dell Demps,1993-94,GSW,2,11.0,-0.27,-0.73,-1.00,0.01
Chucky Brown,1993-94,DAL,1,10.0,0.75,-0.47,0.28,0.02
Tracy Moore,1993-94,DET,3,10.0,0.46,-0.41,0.05,0.02
Ricky Grace,1993-94,ATL,3,8.0,-0.02,-0.41,-0.44,0.01
Chad Gallagher,1993-94,UTA,2,3.0,0.20,-0.36,-0.16,0.00
Geert Hammink,1993-94,ORL,1,3.0,0.13,-0.57,-0.44,0.00
Chuck Nevitt,1993-94,SAS,1,1.0,0.55,-0.03,0.52,0.00
Larry Johnson,1992-93,CHH,82,"3,323.0",1.67,-1.00,0.67,6.80
Hakeem Olajuwon,1992-93,HOU,82,"3,242.0",2.44,5.46,7.90,21.18
David Robinson,1992-93,SAS,82,"3,211.0",2.18,4.46,6.64,18.67
Dan Majerle,1992-93,PHO,82,"3,199.0",2.31,0.78,3.09,11.58
Reggie Lewis,1992-93,BOS,80,"3,144.0",1.55,0.77,2.32,9.90
Scottie Pippen,1992-93,CHI,81,"3,123.0",1.09,1.40,2.49,10.13
Mark Jackson,1992-93,LAC,82,"3,117.0",1.92,0.07,1.99,9.18
Doug West,1992-93,MIN,80,"3,104.0",0.49,-1.72,-1.23,2.39
Karl Malone,1992-93,UTA,82,"3,099.0",4.48,1.94,6.41,17.58
Detlef Schrempf,1992-93,IND,82,"3,098.0",2.05,-0.56,1.49,7.98
Joe Dumars,1992-93,DET,77,"3,094.0",2.99,-1.32,1.67,8.41
Scott Skiles,1992-93,ORL,78,"3,086.0",2.20,-0.24,1.96,8.99
Glen Rice,1992-93,MIA,82,"3,082.0",1.40,-0.44,0.96,6.91
Shaquille O'Neal,1992-93,ORL,81,"3,071.0",0.81,3.89,4.70,14.36
Michael Jordan,1992-93,CHI,78,"3,067.0",6.21,1.37,7.58,19.26
Dikembe Mutombo,1992-93,DEN,82,"3,029.0",-0.53,4.52,3.99,13.01
Patrick Ewing,1992-93,NYK,81,"3,003.0",0.52,2.88,3.40,11.89
Chuck Person,1992-93,MIN,78,"2,985.0",-0.56,-2.02,-2.58,-0.38
Hersey Hawkins,1992-93,PHI,81,"2,977.0",3.05,0.02,3.07,10.86
Ron Harper,1992-93,LAC,80,"2,970.0",0.64,0.96,1.60,7.96
Reggie Miller,1992-93,IND,82,"2,954.0",4.57,-0.28,4.29,12.84
Isiah Thomas,1992-93,DET,79,"2,922.0",0.76,-0.40,0.36,5.37
Nick Anderson,1992-93,ORL,79,"2,920.0",1.66,1.03,2.69,9.92
Sedale Threatt,1992-93,LAL,82,"2,893.0",2.08,0.33,2.40,9.27
Terry Porter,1992-93,POR,81,"2,883.0",2.78,-0.39,2.39,9.27
Kevin Willis,1992-93,ATL,80,"2,878.0",-0.47,0.12,-0.35,3.93
John Stockton,1992-93,UTA,82,"2,863.0",4.76,2.22,6.98,17.15
Jeff Hornacek,1992-93,PHI,79,"2,860.0",2.56,-0.43,2.12,8.66
Charles Barkley,1992-93,PHO,76,"2,859.0",4.66,1.93,6.59,16.37
Muggsy Bogues,1992-93,CHH,81,"2,833.0",1.51,1.31,2.82,9.77
Christian Laettner,1992-93,MIN,81,"2,823.0",-0.06,0.46,0.40,5.28
Mookie Blaylock,1992-93,ATL,80,"2,820.0",2.67,1.65,4.32,12.39
A.C. Green,1992-93,LAL,82,"2,819.0",0.50,0.14,0.64,5.72
Tom Gugliotta,1992-93,WSB,81,"2,795.0",-1.35,0.90,-0.45,3.62
Danny Manning,1992-93,LAC,79,"2,761.0",1.21,0.32,1.53,7.28
Derrick Coleman,1992-93,NJN,76,"2,759.0",1.41,2.13,3.54,11.01
Larry Nance,1992-93,CLE,77,"2,753.0",1.31,3.27,4.58,12.57
LaPhonso Ellis,1992-93,DEN,82,"2,749.0",0.40,2.17,2.57,9.23
Horace Grant,1992-93,CHI,77,"2,745.0",0.41,2.32,2.74,9.33
Latrell Sprewell,1992-93,GSW,77,"2,741.0",0.23,-0.28,-0.05,4.30
Dale Ellis,1992-93,SAS,82,"2,731.0",1.52,-0.75,0.77,5.79
Blue Edwards,1992-93,MIL,82,"2,729.0",0.91,0.05,0.97,6.14
Grant Long,1992-93,MIA,76,"2,728.0",0.03,0.90,0.93,6.07
Reggie Williams,1992-93,DEN,79,"2,722.0",0.68,1.31,1.99,8.07
Mahmoud Abdul-Rauf,1992-93,DEN,81,"2,710.0",1.36,-1.74,-0.37,3.64
Brad Daugherty,1992-93,CLE,71,"2,691.0",3.15,1.23,4.38,11.96
Harvey Grant,1992-93,WSB,72,"2,667.0",0.79,-0.05,0.73,5.60
Micheal Williams,1992-93,MIN,76,"2,661.0",3.17,1.34,4.52,12.16
Drazen Petrovic,1992-93,NJN,70,"2,660.0",2.57,-1.02,1.55,7.09
Clarence Weatherspoon,1992-93,PHI,82,"2,654.0",-1.03,0.07,-0.96,2.52
Dominique Wilkins,1992-93,ATL,71,"2,647.0",4.58,-1.63,2.95,9.36
Alonzo Mourning,1992-93,CHH,78,"2,644.0",0.29,2.77,3.06,9.54
Tim Hardaway,1992-93,GSW,66,"2,609.0",4.16,-0.23,3.93,10.84
Sean Elliott,1992-93,SAS,70,"2,604.0",0.98,-0.40,0.58,5.18
Shawn Kemp,1992-93,SEA,78,"2,582.0",0.40,3.12,3.52,10.11
Clifford Robinson,1992-93,POR,82,"2,575.0",0.03,0.95,0.98,5.83
Craig Ehlo,1992-93,CLE,82,"2,559.0",0.63,0.53,1.17,6.08
Jeff Malone,1992-93,UTA,79,"2,558.0",-0.27,-3.41,-3.68,-2.12
Tyrone Corbin,1992-93,UTA,82,"2,555.0",-0.19,0.83,0.65,5.19
Gary Payton,1992-93,SEA,82,"2,548.0",1.73,1.66,3.39,9.78
Kevin Gamble,1992-93,BOS,82,"2,541.0",1.55,-0.25,1.30,6.27
Vlade Divac,1992-93,LAL,82,"2,525.0",-0.49,3.04,2.55,8.33
Lionel Simmons,1992-93,SAC,69,"2,502.0",-0.25,-0.04,-0.29,3.51
Michael Adams,1992-93,WSB,70,"2,499.0",2.05,-0.13,1.92,7.24
Buck Williams,1992-93,POR,82,"2,498.0",-1.39,2.72,1.33,6.26
B.J. Armstrong,1992-93,CHI,82,"2,492.0",2.12,-1.03,1.09,5.79
Anthony Mason,1992-93,NYK,81,"2,482.0",-1.30,0.24,-1.06,2.12
John Starks,1992-93,NYK,80,"2,477.0",2.07,-0.22,1.86,7.20
Ken Norman,1992-93,LAC,76,"2,477.0",-0.10,-0.23,-0.33,3.41
Rod Strickland,1992-93,POR,78,"2,474.0",1.61,0.09,1.70,6.81
Terry Davis,1992-93,DAL,75,"2,462.0",-2.27,-0.99,-3.25,-1.42
Rony Seikaly,1992-93,MIA,72,"2,456.0",-0.23,1.05,0.81,5.27
Derrick McKey,1992-93,SEA,77,"2,439.0",0.66,0.71,1.37,6.13
Eric Murdock,1992-93,MIL,79,"2,437.0",2.61,0.92,3.53,9.58
Kendall Gill,1992-93,CHH,69,"2,430.0",-0.61,-0.54,-1.14,2.04
Kenny Smith,1992-93,HOU,82,"2,422.0",2.95,-0.52,2.43,7.83
Dennis Rodman,1992-93,DET,62,"2,410.0",-1.60,3.11,1.51,6.29
Pooh Richardson,1992-93,IND,74,"2,396.0",0.89,-0.24,0.65,4.85
Mark Price,1992-93,CLE,75,"2,380.0",5.01,-0.43,4.59,10.87
James Worthy,1992-93,LAL,82,"2,359.0",0.22,-1.64,-1.41,1.54
Otis Thorpe,1992-93,HOU,72,"2,357.0",-0.64,0.04,-0.60,2.81
Sam Perkins,1992-93,TOT,158,"2,351.0",0.76,1.04,1.81,6.60
Spud Webb,1992-93,SAC,69,"2,335.0",1.28,-0.36,0.92,5.18
Robert Horry,1992-93,HOU,79,"2,330.0",-1.83,1.37,-0.46,3.00
Chris Morris,1992-93,NJN,77,"2,302.0",0.77,1.80,2.58,7.73
Anthony Avent,1992-93,MIL,82,"2,285.0",-3.47,-0.01,-3.49,-1.62
Wayman Tisdale,1992-93,SAC,76,"2,283.0",0.33,-0.08,0.25,4.04
Dale Davis,1992-93,IND,82,"2,264.0",-0.08,4.14,4.06,9.52
Dee Brown,1992-93,BOS,80,"2,254.0",2.11,1.36,3.47,8.77
Vernon Maxwell,1992-93,HOU,71,"2,251.0",0.87,-0.51,0.37,4.16
Bimbo Coles,1992-93,MIA,81,"2,232.0",1.76,-0.75,1.01,5.08
Charles Oakley,1992-93,NYK,82,"2,230.0",-1.27,3.80,2.54,7.53
Ricky Pierce,1992-93,SEA,77,"2,218.0",2.67,-1.13,1.54,5.83
Xavier McDaniel,1992-93,BOS,82,"2,215.0",-0.70,-0.87,-1.57,1.22
