Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Ben Richardson\ben-richardson-1,SR,2017-18,G,Loyola (IL),MVC,18,546,10.8,0.552,0.53,0.5,10,5.9,20,2.2,1.6,24.1,12.9,133,104.9,97.4,0.5,1.1,1.5,0.7,2.4,3.2
Alex Robinson\alex-robinson-2,SO,2016-17,G,Texas Christian,Big 12,39,1283,15.4,0.493,0.469,1.7,9.5,5.6,32.3,2.7,1.7,19.4,21.5,501,103,103.4,1.6,1.7,3.3,2.1,2.4,4.5
Jeff Robinson\jeff-robinson-4,SO,2010-11,F,Xavier,A-10,32,538,13.1,0.56,0.536,8.1,13.9,11.2,2.3,1.6,3.8,14.2,14.6,135,110.1,97.8,0.8,0.9,1.6,0,2.4,2.4
Angel Rodriguez\angel-rodriguez-1,JR,2014-15,G,Miami (FL),ACC,32,906,18,0.479,0.411,1.9,7.8,4.9,31.1,4.2,1.1,15.7,29,404,100.3,98.3,1.3,1.5,2.8,3.6,2.4,6
Quinten Rollins\quinten-rollins-1,SR,2013-14,G,Miami (OH),MAC,31,959,12.4,0.479,0.423,2.4,13.2,7.7,25.4,4.6,0.3,25.5,16.5,257,91.3,101,-0.1,1.6,1.5,-2.8,2.4,-0.4
Quinton Rose\quinton-rose-1,FR,2016-17,G,Temple,AAC,32,793,17.1,0.513,0.474,3.8,14.7,9.2,16.1,3.6,1.9,16.3,24.3,313,98.8,100.8,0.7,1.2,1.9,0.1,2.4,2.5
Earnest Ross\earnest-ross-1,JR,2012-13,G,Missouri,SEC,34,860,17.6,0.53,0.498,7.6,15.5,11.6,8.5,2.9,0.9,16.2,22.5,332,106.5,97.4,1.6,1.3,3,3.5,2.4,5.9
Max Rothschild\max-rothschild-1,SO,2016-17,F,Pennsylvania,Ivy,27,326,13.7,0.547,0.545,9.2,18.6,14,16.5,2,2.6,28.8,21.1,113,92.6,98.7,0,0.6,0.6,-4,2.4,-1.6
Dartaye Ruffin\dartaye-ruffin-1,JR,2012-13,F,Drexel,CAA,30,925,12.9,0.484,0.464,9.8,20.5,14.7,3.9,2.1,2.6,16.4,15.3,213,98.2,99.3,0.7,1.3,2,-2.7,2.4,-0.2
Zedric Sadler\zedric-sadler-1,SR,2015-16,G,Rider,MAAC,29,717,9.9,0.41,0.369,1.8,11.2,6.5,16.5,3.2,2.9,15.6,16.5,167,87.4,99.8,-0.2,1.2,1,-3.3,2.4,-0.9
Sebastian Saiz\sebastian-saiz-1,JR,2015-16,F,Mississippi,SEC,26,741,20.7,0.533,0.498,11.2,22,16.5,5,1.8,4.4,10.9,20.9,296,112.7,99.2,1.5,1.3,2.8,0.1,2.4,2.5
Scott Saunders\scott-saunders-1,JR,2010-11,F,Belmont,A-Sun,35,599,26.5,0.577,0.511,11.9,24,17.9,3.8,1.1,7.7,12.5,27.9,316,117.1,86.6,2.1,1.6,3.7,-1.1,2.4,1.3
Tim Shelton\tim-shelton-1,JR,2010-11,F,San Diego State,MWC,31,292,7.5,0.416,0.411,5.4,13.3,9.4,6.9,1.3,0.4,12.8,12.6,55,96.8,96.3,0.1,0.5,0.6,-1.3,2.4,1
David Skara\david-skara-1,FR,2014-15,F,Valparaiso,Horizon,34,673,14.6,0.567,0.521,5.1,13.5,9.5,17.3,1.9,1.8,22.1,16.4,198,108.6,94.8,1,1.3,2.4,0.2,2.4,2.6
RJ Slawson\rj-slawson-1,SO,2011-12,F,South Carolina,SEC,31,553,15,0.505,0.483,10.6,19.4,14.5,7.1,2.7,4.4,18.5,16.2,144,102,101.9,0.6,0.7,1.2,0.8,2.4,3.2
Andrew Smith\andrew-smith-2,JR,2011-12,C,Butler,Horizon,37,977,20.5,0.582,0.559,9.2,16.1,12.3,6.1,1.8,3.4,13.3,21.2,363,114.1,94.6,2.4,1.8,4.3,2.3,2.4,4.6
Donovan Smith\donovan-smith-1,SR,2016-17,F,Quinnipiac,MAAC,21,379,19.7,0.527,0.492,12,19.5,15.5,7.8,1.8,7.6,13.1,19.1,149,111.4,105.8,0.7,0.4,1.1,-0.7,2.4,1.7
Josh Smith\josh-smith-2,SO,2013-14,F,Clemson,ACC,30,299,4.4,0.376,0.352,6.3,18.3,12.6,3.5,0.4,2.2,20.4,14.9,50,76.2,96.5,-0.3,0.6,0.3,-6.5,2.4,-4
Khristian Smith\khristian-smith-1,SR,2015-16,G,Indiana State,MVC,32,934,12.5,0.457,0.409,3.7,15.9,9.6,15.1,2.3,0.8,12.9,21.4,321,95,97.9,0.3,1.7,2.1,-1.1,2.4,1.3
Lenzelle Smith\lenzelle-smith-jr-1,JR,2012-13,G,Ohio State,Big Ten,37,1014,15.7,0.536,0.516,5.4,16.4,10.8,10.6,1.2,0.6,12.4,19.1,327,109.7,96.3,1.9,1.7,3.6,4.4,2.4,6.7
Sterling Smith\sterling-smith-1,SR,2015-16,G,Pittsburgh,ACC,33,573,13.1,0.559,0.517,2.5,17.6,10.1,11.1,1.3,1,12,13.3,142,119.5,102.1,1,0.8,1.8,2.9,2.4,5.3
Michael Snaer\michael-snaer-1,SO,2010-11,G,Florida State,ACC,34,972,10.2,0.513,0.481,1.9,8.1,5.2,15.7,1.8,1,22.3,19,294,94.7,96.1,0.5,1.7,2.2,-0.1,2.4,2.3
Wayne Sparrow\wayne-sparrow-1,JR,2013-14,G,Richmond,A-10,33,616,4.3,0.379,0.391,2.2,11,6.6,11,2.1,1.1,21.4,15.6,113,72.5,101,-0.9,1,0.1,-4.8,2.4,-2.4
Deshawn Stephens\deshawn-stephens-1,SR,2012-13,F,San Diego State,MWC,34,738,16.7,0.582,0.593,12.1,16.2,14.1,2.2,1.7,2.4,13.7,14.3,206,116.2,94.1,1.5,1.4,2.8,1.3,2.4,3.8
Jared Swopshire\jared-swopshire-1,SR,2012-13,F,Northwestern,Big Ten,24,779,18.1,0.562,0.526,7.3,19.3,12.9,16.8,1.5,1.7,13.4,17.4,236,113.3,103.3,1.7,0.8,2.4,3.4,2.4,5.8
Evan Taylor\evan-taylor-1,JR,2016-17,G,Nebraska,Big Ten,31,755,8.4,0.466,0.432,2.3,10.9,6.4,9,2.1,0.4,17.7,13.5,160,92.8,106.6,0.1,0.8,0.8,-1.7,2.4,0.7
Troy Taylor\troy-taylor-1,JR,2011-12,G,Evansville,MVC,32,872,14.8,0.582,0.516,6,19.8,12.4,23.9,3.1,0.3,27.2,13.1,240,109.9,102.9,1.3,1,2.3,1.7,2.4,4.1
Christian Terrell\christian-terrell-2,SO,2017-18,G,UC-Santa Barbara,Big West,24,439,9.3,0.471,0.447,3.4,15.8,9.7,15.8,2.1,1.5,24.8,9.8,83,100,100.8,0.2,0.7,0.9,-1.2,2.4,1.2
Jordan Theodore\jordan-theodore-1,JR,2010-11,G,Seton Hall,Big East,31,937,15.6,0.524,0.475,2.5,8.8,5.6,30.4,2.6,0.2,20.4,21.8,363,101.2,98.4,1.2,1.5,2.7,2.4,2.4,4.7
Darius Theus\darius-theus-1,SO,2010-11,G,Virginia Commonwealth,CAA,40,614,9.7,0.437,0.367,2.5,9.7,6.1,25.5,4.1,1.5,28.4,16.6,158,87.9,99.7,-0.1,0.9,0.8,-2.7,2.4,-0.3
Anthony Thomas\anthony-thomas-6,SR,2013-14,F,College of Charleston,CAA,32,795,13.2,0.492,0.482,7.9,13.6,10.8,8.5,1.9,2.5,17.9,18.9,224,96.4,99.4,0.3,1.4,1.7,-3.1,2.4,-0.7
Danny Thompson\danny-thompson-1,JR,2010-11,F,Mount St. Mary's,NEC,32,697,14.7,0.481,0.449,11.3,20.9,16.3,4.2,1.6,5.8,17.9,17.1,183,94.4,96.2,0.3,1.3,1.5,-4.6,2.4,-2.3
Josh Thompson\josh-thompson-2,SR,2012-13,F,Wagner,NEC,30,724,7.2,0.469,0.395,2.4,12.3,7.2,10.1,2.1,2.5,26.4,11,120,87.4,99.8,0,1,0.9,-3.8,2.4,-1.4
Jordan Tolbert\jordan-tolbert-1,SR,2015-16,F,Southern Methodist,AAC,30,799,25.2,0.586,0.561,16.6,20.5,18.7,5.7,1.9,3.3,11.6,21.2,340,124.6,93.7,2.6,1.8,4.4,4.4,2.4,6.8
Drake U'u\drake-uu-1,JR,2011-12,G,Cal Poly,Big West,26,552,16.2,0.526,0.492,4.7,20.3,11.7,12.7,3.1,2,17.1,18.1,156,105.2,97.4,0.8,0.9,1.7,0,2.4,2.4
Wes VanBeck\wes-vanbeck-1,SR,2017-18,G,Houston,AAC,26,468,15.8,0.61,0.571,6.6,11.8,9.3,11.1,1.9,0.5,17.9,18.3,170,117.6,97,1,0.9,2,4.6,2.4,7
Dion Waiters\dion-waiters-1,SO,2011-12,G,Syracuse,Big East,37,891,26.3,0.565,0.534,2.4,8.8,5.6,21.2,4.6,1.5,10.4,26.7,430,118.6,93.9,3.2,1.7,5,7.4,2.4,9.8
Ahmad Walker\ahmad-walker-1,JR,2015-16,G,Stony Brook,AEC,33,962,16.1,0.517,0.461,6.3,19.5,13,24.6,2,0.9,23.8,22.1,387,101.2,93.8,1.1,2.1,3.2,-1.1,2.4,1.3
Tyrone Wallace\tyrone-wallace-1,SO,2013-14,G,University of California,Pac-12,35,1090,15.7,0.518,0.495,3.8,11.2,7.6,16.7,2.4,1.5,12.6,20.9,391,106.2,104.4,1.5,1.4,2.9,3.1,2.4,5.5
Karrington Ward\karrington-ward-1,JR,2013-14,F,Eastern Michigan,MAC,37,1083,21.3,0.552,0.523,4.8,18.7,11.9,6.3,3,2.9,9.5,22.4,412,112.8,89.8,2.2,2.9,5.1,1.6,2.4,4
Jaleel Wheeler\jaleel-wheeler-1,SR,2017-18,G,Tulsa,AAC,26,493,10.4,0.474,0.428,7.2,14.3,10.9,8.7,1.4,1.2,17.8,16.1,133,97.4,103.8,0.2,0.7,0.9,-2.7,2.4,-0.3
Isaiah Whitehead\isaiah-whitehead-1,FR,2014-15,G,Seton Hall,Big East,22,612,15.7,0.477,0.44,4,11.8,7.8,29,3,2.4,20.8,29.3,272,93.2,101.3,0.3,0.8,1.1,1.8,2.4,4.2
Tyler Wideman\tyler-wideman-1,SR,2017-18,F,Butler,Big East,27,548,24.5,0.717,0.689,13.6,17.8,15.7,3.1,1.6,3,16.2,19.9,248,131.3,101.6,2,0.8,2.9,4.8,2.4,7.2
Johnathon Wilkins\jonathan-wilkins-1,JR,2016-17,F,New Mexico State,WAC,34,597,13.3,0.596,0.591,8.9,9.8,9.4,10.2,0.9,5,23.1,16.4,187,106.7,98.3,0.7,1.1,1.8,-0.3,2.4,2.1
Cedrick Williams\cedrick-williams-1,SR,2014-15,F,North Carolina-Wilmington,CAA,32,865,16.4,0.508,0.49,11.4,14.9,13.2,4.9,2.1,5.1,13.2,16,257,107.8,99.2,1.2,1.4,2.6,-0.8,2.4,1.7
Jonathan Williams\jonathan-williams-3,SO,2015-16,G,Virginia Commonwealth,A-10,32,456,11.7,0.5,0.467,1.2,9.2,5,20.4,3,0,19.5,16.4,135,100.5,99,0.3,0.8,1.1,-0.9,2.4,1.5
Lexus Williams\lexus-williams-1,JR,2016-17,G,Valparaiso,Horizon,33,756,10.8,0.519,0.503,1.4,9.2,5.4,15.8,3.5,0.6,21,13.8,181,98.8,98.2,0.4,1.4,1.7,-0.6,2.4,1.8
Troy Williams\troy-williams-2,SO,2014-15,F,Indiana,Big Ten,32,882,24.3,0.587,0.55,9.5,21.7,15.7,14.7,2.2,1.7,16.7,24.5,416,115.6,103.3,2.7,1,3.7,4.1,2.4,6.6
Tony Wills\tony-willis-1,JR,2015-16,G,Illinois State,MVC,32,814,9.4,0.505,0.49,1.8,7.3,4.5,13.7,2.5,1.6,16.8,12.7,174,100.4,100,0.4,1.3,1.8,-0.5,2.4,1.9
Derrick Wilson\derrick-wilson-1,SO,2012-13,G,Marquette,Big East,35,457,7.2,0.31,0.282,3.1,6.2,4.7,22.3,3.5,0.3,22.8,9.7,69,87.4,101.6,0,0.5,0.5,-0.8,2.4,1.7
Drew Wilson\drew-wilson-1,SO,2013-14,F,Oral Roberts,Southland,31,379,12,0.531,0.596,10.3,15.8,13.1,4.8,1.9,5.4,22.3,10.6,73,102.1,102.7,0.2,0.6,0.8,-1.8,2.4,0.6
Jamil Wilson\jamil-wilson-1,SR,2013-14,F,Marquette,Big East,32,926,16.3,0.509,0.478,5.8,18.3,12.1,19.3,1.2,2.1,14,23.8,368,104.8,101.4,1.3,1.5,2.7,2.2,2.4,4.6
Kyle Wiltjer\kyle-wiltjer-1,JR,2014-15,F,Gonzaga,WCC,38,1049,30.7,0.638,0.616,6.5,18.4,13.1,14.1,1.1,2.4,7.9,27.6,561,131.6,94.3,5.3,2.2,7.5,8.3,2.4,10.8
McKinley Wright IV\mckinley-wrightiv-1,FR,2017-18,G,Colorado,Pac-12,27,879,19.8,0.53,0.482,6.4,9.4,8,34.4,1.7,1.7,17.6,25.2,439,109.2,105.1,1.9,1.1,3,3.6,2.4,5.9
Aaron Wright\aaron-wright-1,SO,2013-14,G,UC-Irvine,Big West,35,513,12.4,0.523,0.471,2.3,11,7,22.2,3.2,0.6,22.5,18.1,159,100.4,96.2,0.4,1.1,1.4,-1.7,2.4,0.7
Mitchell Young\mitchell-young-1,SR,2012-13,F,Saint Mary's (CA),WCC,35,713,19.9,0.564,0.525,8.8,26.7,17.5,8.3,2,1.4,15,20.5,259,113.5,95,1.7,1.3,3,1.6,2.4,4.1
Sammy Zeglinski\sammy-zeglinski-1,JR,2010-11,G,Virginia,ACC,24,614,15.4,0.494,0.486,2,13.3,7.5,20.4,3.4,0.8,13.2,20.3,188,100.2,99,0.6,0.9,1.6,3.4,2.4,5.8
Bo Zeigler\bo-zeigler-1,JR,2016-17,F,South Florida,AAC,28,573,11.1,0.529,0.545,6.7,12.4,9.6,14.3,2.1,3.9,26.9,14.8,142,91.6,106.7,0,0.6,0.6,-2.2,2.4,0.2
Isaiah Zierden\isaiah-zierden-1,SR,2016-17,G,Creighton,Big East,35,699,10.2,0.656,0.603,0.7,9.9,5.6,5.9,1.2,0.3,14.4,10.7,158,121.8,104.5,1,0.8,1.9,3.8,2.4,6.2
Jubril Adekoya\jubril-adekoya-1,SR,2016-17,F,Valparaiso,Horizon,9,260,10.8,0.555,0.509,4.9,14.6,9.9,4.3,2.4,2.1,24.1,17.5,73,94.1,97.4,0.1,0.5,0.5,-3.1,2.3,-0.8
Ernest Aflakpui\ernest-aflakpui-1,JR,2017-18,C,Temple,AAC,27,531,12,0.613,0.628,8.2,15,11.5,6,1.2,1.8,21.3,12.7,131,110.2,105.5,0.6,0.6,1.2,-0.1,2.3,2.2
Obij Aget\obij-aget-1,JR,2015-16,C,New Mexico,MWC,32,723,15,0.655,0.64,11.7,16.9,14.5,2.9,0.5,5.8,21.4,13.8,208,114.4,102.3,1.1,1,2.1,0.4,2.3,2.8
Ben Aird\ben-aird-1,SR,2013-14,C,Utah Valley,WAC,32,946,20.3,0.522,0.472,7.6,25.7,17,12.7,1.7,4.4,11,23.7,370,108.6,96.5,1.7,2,3.6,-2.1,2.3,0.2
O'Karo Akamune\okaro-akamune-1,JR,2012-13,F,Western Kentucky,Sun Belt,36,484,11.6,0.55,0.519,11.2,12.9,12,4.2,3,2.2,24.1,13,112,101.4,96.9,0.4,0.8,1.2,-1.2,2.3,1
Teeng Akol\teeng-akol-1,SR,2012-13,F,Western Kentucky,Sun Belt,27,426,21.3,0.552,0.524,11.9,17.3,14.5,8.5,0.4,8.7,16.2,23.4,174,107.5,98.1,0.9,0.6,1.5,0.5,2.3,2.7
Thomas Akyazili\thomas-akyazili-1,FR,2015-16,G,Colorado,Pac-12,33,528,7.1,0.43,0.393,0.6,9.7,5.2,18.1,1.8,1.4,18,15.6,132,92.8,102.2,0.1,0.8,0.8,-1.5,2.3,0.8
Edward Alade\edward-alade-1,SR,2016-17,C,Navy,Patriot,32,533,15.9,0.569,0.593,12.9,13.6,13.2,8.4,2.1,3.4,18.7,15.4,148,107.8,98.6,0.7,0.9,1.6,-1.1,2.3,1.2
Ehab Amin\ehab-amin-1,SO,2015-16,G,Texas A&M-Corpus Christi,Southland,33,596,23.2,0.569,0.536,7.3,17.1,12.2,17.6,5.6,1,17.9,25,277,108.1,93,1.2,1.4,2.5,2,2.3,4.3
Yannick Atanga\yannick-atanga-1,JR,2013-14,F,Santa Clara,WCC,33,553,12.7,0.47,0.452,12.7,23.4,17.8,1.7,1.8,5.5,16,11.9,122,104.4,102.6,0.4,0.8,1.2,-3.7,2.3,-1.4
Alex Austin\alex-austin-1,JR,2015-16,G,Illinois,Big Ten,31,304,7.7,0.425,0.395,3.1,14.1,8.4,11.5,2.5,0,12.7,9.6,51,98.1,106.6,0.1,0.3,0.4,-1,2.3,1.3
Nate Austin\nate-austin-1,FR,2011-12,F,Brigham Young,WCC,35,450,16,0.57,0.575,13.2,20.7,16.9,7.4,1.1,3.6,13.7,15.4,151,116.6,93.3,1,0.9,1.9,1.1,2.3,3.4
Justin Banks\justin-banks-1,SR,2013-14,C,Alabama A&M,SWAC,28,408,17.8,0.612,0.563,8.4,24.6,16.6,3.4,1,7.9,16.9,15.2,113,112.6,93.6,0.6,0.9,1.5,-5.3,2.3,-3
LeRon Barnes\leron-barnes-1,SR,2015-16,G,Houston,AAC,29,718,15.9,0.62,0.624,7.3,16.2,11.8,6.8,1.6,2.3,11.2,11.3,179,130.9,102.1,1.6,1,2.6,4.5,2.3,6.8
Maurice Barrow\maurice-barrow-1,SO,2011-12,F,Fairfield,MAAC,37,1124,16.2,0.54,0.509,10.3,15,12.6,13.7,2,2.2,20.8,18.9,361,102.9,96.2,1.5,1.9,3.4,-1,2.3,1.3
Mohamed Bendary\mohamed-bendary-1,FR,2015-16,F,NJIT,A-Sun,34,408,13,0.644,0.656,12,17.5,14.9,9,0.8,5.2,26.3,12.2,108,112.6,103.4,0.6,0.5,1.1,-2.5,2.3,-0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Davante Gardner\davante-gardner-1,JR,2012-13,F,Marquette,Big East,35,748,29.5,0.669,0.588,12.4,16.6,14.5,9.8,1.9,3.1,15.5,25.3,373,128.6,98.4,3.6,1.1,4.7,7.7,2.2,9.9
Paul Garnica\paul-garnica-1,FR,2010-11,G,Northern Colorado,Big Sky,32,462,11.9,0.481,0.45,2.6,12.6,7.6,21.6,4.3,0.9,24.7,20.5,143,90.4,95.1,0,0.9,0.9,-2.2,2.2,0
DeMarcus Gatlin\demarcus-gatlin-1,JR,2012-13,G,Sam Houston State,Southland,23,527,17.8,0.517,0.454,7.8,13.5,10.3,19.2,3.3,1.6,18.7,22.8,200,101.7,92,0.8,1.1,1.9,-0.3,2.2,1.9
Damarion Geter\damarion-geter-1,SO,2014-15,F,Longwood,Big South,34,862,8.5,0.542,0.58,5.7,14.3,9.9,10.3,2,4.4,35.9,5.5,102,101.7,106.3,0.3,0.8,1.1,-3.8,2.2,-1.6
Norbertas Giga\norbertas-giga-1,,2016-17,F,Jacksonville State,OVC,33,973,17,0.563,0.532,7.3,24.6,16.4,11.6,1.5,3.9,22.3,22.6,350,99.4,98.7,0.8,1.7,2.5,-2.3,2.2,0
Malik Gill\malik-gill-1,SO,2013-14,G,Dartmouth,Ivy,20,274,16.7,0.479,0.424,1.3,12.9,6.9,32.6,7.3,0.5,24.4,23.8,102,93.1,93.3,0,0.6,0.7,-0.8,2.2,1.4
Will Gladson\will-gladson-1,FR,2016-17,F,Princeton,Ivy,29,302,6.5,0.423,0.399,3.6,9.6,6.6,8.3,0.8,5.3,15.9,17,70,85.6,97.4,-0.1,0.6,0.4,-4.5,2.2,-2.3
Montae Glenn\montae-glenn-1,JR,2017-18,F,Georgia Southern,Sun Belt,26,658,22.2,0.57,0.55,16.9,17.5,17.2,2.4,1.5,5.7,13.7,17,253,120.5,96.3,1.6,1.3,3,0,2.2,2.2
Jake Gollon\jake-gollon-1,SR,2013-14,F,Mercer,A-Sun,36,926,15.7,0.55,0.495,6.5,13.7,10.3,17.8,2.4,0.9,19.6,18.7,322,110.4,98.9,1.5,1.7,3.2,0.5,2.2,2.7
Devonte' Graham\devonte-graham-1,JR,2016-17,G,Kansas,Big 12,36,1269,17.4,0.586,0.556,1.6,7.9,4.9,19.2,2.4,0.6,13.5,18,487,121.7,103.4,3.3,1.7,4.9,6.8,2.2,9
Donte Grantham\donte-grantham-1,SO,2015-16,F,Clemson,ACC,31,1010,14.5,0.517,0.484,3.9,10.6,7.3,14.4,1.9,1.6,12.6,18.7,315,108.1,103.7,1.5,1.3,2.8,2.9,2.2,5.2
Jayvon Graves\jayvon-graves-1,FR,2017-18,G,Buffalo,MAC,27,466,12.2,0.473,0.457,4.1,10.4,7.2,9.8,1.8,4.9,12,17.5,146,101,102.7,0.3,0.7,1,-1,2.2,1.3
Steven Gray\steven-gray-1,SR,2010-11,G,Gonzaga,WCC,34,1075,19.6,0.537,0.501,2.4,11.4,7.2,24.7,3.1,0.3,14.2,24,473,112,96.7,2.7,1.9,4.6,4.8,2.2,7
Tyler Griffey\tyler-griffey-1,JR,2011-12,F,Illinois,Big Ten,30,496,14.5,0.505,0.489,11.2,15.8,13.4,7.7,1.6,2.6,15.2,18.4,149,102.9,100.3,0.6,0.7,1.3,1.4,2.2,3.6
Davin Guinn\davin-guinn-2,JR,2016-17,F,Brigham Young,WCC,33,431,8.5,0.437,0.41,7.6,9,8.3,6.3,2.6,0.5,13,10.7,90,101.1,100.8,0.2,0.7,0.9,-0.1,2.2,2
Nick Havener\nick-havener-1,SR,2017-18,F,Boston University,Patriot,23,372,20.6,0.553,0.541,10.8,18.6,14.7,15.4,2.7,6.4,19.2,25.8,168,102.3,99.7,0.5,0.6,1.1,-2.2,2.2,0
Josh Hawkinson\josh-hawkinson-1,SR,2016-17,F,Washington State,Pac-12,31,1097,22.9,0.621,0.574,6.3,26.3,16.9,14.8,1,2.3,12.1,21.1,476,120.9,106.8,3.2,1.1,4.3,3.9,2.2,6.1
Jalen Hayes\jalen-hayes-1,JR,2016-17,F,Oakland,Horizon,34,1025,23.1,0.581,0.553,9,18.7,14.1,11.1,2,2.3,10.6,24,502,116.7,94.7,2.8,2.2,5,1.4,2.2,3.6
Jeremy Hazell\jeremy-hazell-1,SR,2010-11,G,Seton Hall,Big East,18,635,23.2,0.55,0.507,2,9.1,5.5,10.8,4,0.2,9,28.2,305,110.5,95.7,1.7,1.2,2.8,6.8,2.2,9
Kevin Hervey\kevin-hervey-1,JR,2016-17,F,Texas-Arlington,Sun Belt,35,973,26.6,0.569,0.534,5.6,27.3,16.7,15.8,2.5,1.8,11.2,29.2,544,115.6,92,3.1,2.3,5.4,4.2,2.2,6.4
Robert Heyer\robert-heyer-1,SR,2014-15,G,Boise State,MWC,34,704,14.1,0.67,0.631,8.1,11.4,9.8,6.5,1.3,1.2,16.7,11.6,170,130,98.7,1.6,1.1,2.8,3.4,2.2,5.6
DeQuan Hicks\dequan-hicks-1,JR,2012-13,F,Northwestern State,Southland,29,585,32.5,0.61,0.583,12.5,19,15.6,19.3,4.1,2.8,17,31.1,380,114.1,90.6,2.3,1.3,3.5,5,2.2,7.2
Buddy Hield\buddy-hield-1,JR,2014-15,G,Oklahoma,Big 12,35,1135,22.6,0.545,0.505,5.6,12.1,9,13.2,2.5,0.7,10.8,28.1,565,112.3,94.2,3.2,2.3,5.6,6.9,2.2,9.1
Ryan Hill\ryan-hill-1,JR,2012-13,G,Bucknell,Patriot,34,635,5.7,0.469,0.451,0.6,13.4,7.3,13.8,1.3,0.7,29.6,12.8,106,80.6,96.1,-0.3,1.1,0.8,-4.1,2.2,-1.9
Bo Hodges\bo-hodges-1,FR,2017-18,G,East Tennessee State,Southern,26,516,20.3,0.583,0.546,7,12.9,10.1,5.6,2.4,3.4,11.9,21.8,212,115.7,93.8,1.2,1.2,2.4,-0.4,2.2,1.8
Matt Hodgson\matt-hodgson-1,SO,2010-11,C,Southern Utah,Summit,29,380,16.2,0.599,0.531,14.5,18.2,16.4,4.2,1.2,10.3,29.3,20.3,131,97.5,103.1,0.3,0.4,0.7,-3.2,2.2,-1
Brandon Holcomb\brandon-holcomb-1,JR,2014-15,C,Radford,Big South,34,722,16.3,0.589,0.565,9.8,14.8,12.4,7.3,1.1,6.8,23.4,16.1,210,105.7,100.9,0.9,1,1.9,-2.3,2.2,-0.1
Paris Horne\paris-horne-1,SR,2010-11,G,St. John's (NY),Big East,33,925,12.9,0.539,0.517,6.1,6.8,6.4,11.5,2.1,1,15.9,16.2,266,107.9,105.5,1.3,0.8,2.2,3.2,2.2,5.4
Chris Horton\chris-horton-1,SR,2015-16,C,Austin Peay,OVC,36,1213,30.7,0.613,0.599,16.7,23.8,20.2,10.1,2.3,5.7,15.1,26.1,674,119.8,101.8,4.3,1.8,6.1,3.2,2.2,5.4
Mike Hughes\mike-hughes-1,FR,2014-15,G,Georgia Southern,Sun Belt,31,940,15.2,0.543,0.514,5.7,12.1,8.9,14.9,2.6,0.9,16.5,14.3,254,112.9,93,1.5,2,3.6,0.5,2.2,2.6
Ian Hummer\ian-hummer-1,SR,2012-13,F,Princeton,Ivy,28,952,26.2,0.568,0.527,7.4,19.1,13.1,31.5,2.5,2.7,16.5,29.2,469,112.6,95.1,3.3,1.7,5,4.2,2.2,6.4
Dante Jackson\dante-jackson-1,SR,2010-11,G,Xavier,A-10,32,1130,10.2,0.505,0.483,2.4,8.2,5.4,10.5,2.2,0.7,13.8,13.7,251,104.9,100.9,1.1,1.5,2.6,2.6,2.2,4.8
Jalen Jenkins\jalen-jenkins-1,SO,2014-15,F,George Mason,A-10,31,692,14.8,0.495,0.467,9,14.4,11.7,12.7,1.6,4.5,19.7,23.2,250,95.7,105.1,0.4,0.7,1.1,-0.8,2.2,1.4
Cameron Johnson\cameron-johnson-3,JR,2016-17,G,College of Charleston,CAA,35,1095,9.3,0.469,0.438,2.5,8.8,5.8,11.5,1.6,1.4,13.5,15,257,97.2,102,0.5,1.6,2,-1.1,2.2,1.1
JaJuan Johnson\jajuan-johnson-2,JR,2015-16,G,Marquette,Big East,32,757,19.7,0.595,0.562,3.8,11.2,7.7,16.7,3.7,1,15.2,20.9,306,112,100.7,1.5,1.2,2.7,3.4,2.2,5.7
Charlie Jones\charlie-jones-2,JR,2015-16,G,American,Patriot,31,673,14.9,0.619,0.589,2.6,17.8,10.3,13.1,3.3,2.7,20.2,13,147,110.4,101.1,0.8,1,1.8,-2.5,2.2,-0.2
Chris Jones\chris-jones-4,FR,2011-12,G,North Texas,Sun Belt,19,558,21.3,0.522,0.477,2.2,16.6,9.2,32,4.7,0.8,21.5,28.7,271,98,87.7,0.7,1.4,2.1,2.3,2.2,4.5
Christian Jones\christian-jones-1,JR,2015-16,F,St. John's (NY),Big East,32,807,13,0.503,0.48,5.8,16.7,11,12,1.8,2.2,18.6,19.4,264,93.6,105.6,0.2,0.9,1.1,-2.6,2.2,-0.4
Jalen Jones\jalen-jones-1,JR,2014-15,G,Texas A&M,SEC,31,892,21.2,0.525,0.468,8,19.1,13.7,6.4,2.1,2.5,10,26.8,387,109.8,94.9,2.1,1.8,3.9,1.5,2.2,3.7
